	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	type	gene	databases	has_db
chr18:54028603-54039741:-	3.18884882370775	-27.1969682183511	4.49866162159186	-5.6009921033881	2.13128447118279e-08	3.62042762971179e-06	EI-circRNA	Csnk1g3	circAtlas:mmu-Csnk1g3_0004,circBase:mm9_circ_004424,circBase_lifted:hsa_circ_0001522	TRUE
chr7:19499258-19499634:-	1.16434702306319	31.8238047086255	5.39005192011995	5.53312011657985	3.14583878673707e-08	5.25328417734356e-06	EI-circRNA	Gm34744,Bcam	circAtlas:mmu-Bcam_0001	TRUE
chr7:19499259-19499634:+	1.16434702306319	31.8238047086255	5.39005192011995	5.53312011657985	3.14583878673707e-08	5.25328417734356e-06	EI-circRNA	Gm34744,Bcam	circAtlas:mmu-Bcam_0001	TRUE
chr14:14723281-14730314:+	4.07092909789427	-19.6588209996453	3.20654226584021	-5.50712248136175	3.64746497518819e-08	5.91111651163511e-06	partially_intergenic-circRNA	Gm10044	circAtlas:mmu-intergenic_001092,circAtlas:mmu-intergenic_021724	TRUE
chr14:14723281-14730314:-	4.07092909789427	-19.6588209996453	3.20654226584021	-5.50712248136175	3.64746497518819e-08	5.91111651163511e-06	partially_intergenic-circRNA	Gm10044	circAtlas:mmu-intergenic_001092,circAtlas:mmu-intergenic_021724	TRUE
chr5:90430709-90451924:-	0.451675954725728	-31.981450136546	5.44470870098226	-5.50652969389109	3.65976257000499e-08	5.91111651163511e-06	EI-circRNA	Ankrd17	circAtlas:mmu-Ankrd17_0001	TRUE
chr5:90430710-90451924:+	0.451675954725728	-31.981450136546	5.44470870098226	-5.50652969389109	3.65976257000499e-08	5.91111651163511e-06	EI-circRNA	Ankrd17	circAtlas:mmu-Ankrd17_0001	TRUE
chr2:104608481-104610605:+	2.25247214836101	-30.033697200623	5.11149163011654	-5.48444548660717	4.14768357630971e-08	6.59113748961152e-06	EI-circRNA	Qser1	circAtlas:mmu-Qser1_0001,circAtlas:mmu-Qser1_0024	TRUE
chr2:104608482-104610605:-	2.25247214836101	-30.033697200623	5.11149163011654	-5.48444548660717	4.14768357630971e-08	6.59113748961152e-06	EI-circRNA	Qser1	circAtlas:mmu-Qser1_0001,circAtlas:mmu-Qser1_0024	TRUE
chr7:12223497-12223971:+	1.94241437866114	-27.9597237707287	4.74576251164983	-5.47008488246159	4.49820094321841e-08	7.03468647508879e-06	EI-circRNA	Zfp606	circAtlas:mmu-Zfp606_0001,circBase_lifted:hsa_circ_0052320,circBase_lifted:hsa_circ_0062317	TRUE
chr7:12223497-12223971:-	1.94241437866114	-27.9597237707287	4.74576251164983	-5.47008488246159	4.49820094321841e-08	7.03468647508879e-06	EI-circRNA	Zfp606	circAtlas:mmu-Zfp606_0001,circBase_lifted:hsa_circ_0052320,circBase_lifted:hsa_circ_0062317	TRUE
chr1:36247023-36260405:+	2.24630907106832	-31.7441504569838	5.44237231248865	-5.46529137463265	4.62147041508235e-08	7.11453707259357e-06	EI-circRNA	Uggt1	circAtlas:mmu-Uggt1_0019,circAtlas:mmu-Uggt1_0026	TRUE
chr1:36247023-36260405:-	2.24630907106832	-31.7441504569838	5.44237231248865	-5.46529137463265	4.62147041508235e-08	7.11453707259357e-06	EI-circRNA	Uggt1	circAtlas:mmu-Uggt1_0019,circAtlas:mmu-Uggt1_0026	TRUE
chr9:56381814-56389923:+	1.58112347690085	31.3797945276876	5.38943445001986	5.45136874752774	4.99836056676266e-08	7.5763611513891e-06	EI-circRNA	Hmg20a	circAtlas:mmu-Hmg20a_0007,circBase_lifted:hsa_circ_0036428	TRUE
chr9:56381814-56389923:-	1.58112347690085	31.3797945276876	5.38943445001986	5.45136874752774	4.99836056676266e-08	7.5763611513891e-06	EI-circRNA	Hmg20a	circAtlas:mmu-Hmg20a_0007,circBase_lifted:hsa_circ_0036428	TRUE
chr11:106736808-106747090:+	0.995518156442112	-31.6034646110399	5.44304589955552	-5.43876813779161	5.36502201739524e-08	7.95528341611359e-06	EI-circRNA	Smurf2	circAtlas:mmu-Smurf2_0006,circBase_lifted:hsa_circ_0045318	TRUE
chr11:106736809-106747090:-	0.995518156442112	-31.6034646110399	5.44304589955552	-5.43876813779161	5.36502201739524e-08	7.95528341611359e-06	EI-circRNA	Smurf2	circAtlas:mmu-Smurf2_0006,circBase_lifted:hsa_circ_0045318	TRUE
chr2:30986038-30995369:-	1.55118155875562	-31.5921206878442	5.44244356521267	-5.4372857216183	5.40983495437311e-08	7.95528341611359e-06	EI-circRNA	Fnbp1	circAtlas:mmu-Fnbp1_0013,circAtlas:mmu-Fnbp1_0031	TRUE
chr2:30986039-30995369:+	1.55118155875562	-31.5921206878442	5.44244356521267	-5.4372857216183	5.40983495437311e-08	7.95528341611359e-06	EI-circRNA	Fnbp1	circAtlas:mmu-Fnbp1_0013,circAtlas:mmu-Fnbp1_0031	TRUE
chr7:73140226-73169456:-	1.18045097254841	-29.0676610862689	5.0090112824887	-5.40379319585412	6.52461659647087e-08	9.45349779657783e-06	EI-circRNA	Chd2	circAtlas:mmu-Chd2_0029,circAtlas:mmu-Chd2_0070,circAtlas:mmu-Chd2_0170,circBase_lifted:hsa_circ_0036962,circBase_lifted:hsa_circ_0036963	TRUE
chr7:73140227-73169456:+	1.18045097254841	-29.0676610862689	5.0090112824887	-5.40379319585412	6.52461659647087e-08	9.45349779657783e-06	EI-circRNA	Chd2	circAtlas:mmu-Chd2_0029,circAtlas:mmu-Chd2_0070,circAtlas:mmu-Chd2_0170,circBase_lifted:hsa_circ_0036962,circBase_lifted:hsa_circ_0036963	TRUE
chr8:48352471-48373733:+	0.759423385126507	-28.9786856297895	5.01522297799142	-5.37935915275982	7.47514501938362e-08	1.06737487396344e-05	EI-circRNA	Wwc2	circAtlas:mmu-Wwc2_0001,circAtlas:mmu-Wwc2_0039,circBase_lifted:hsa_circ_0003437	TRUE
chr8:48352471-48373733:-	0.759423385126507	-28.9786856297895	5.01522297799142	-5.37935915275982	7.47514501938362e-08	1.06737487396344e-05	EI-circRNA	Wwc2	circAtlas:mmu-Wwc2_0001,circAtlas:mmu-Wwc2_0039,circBase_lifted:hsa_circ_0003437	TRUE
chr4:101256087-101256819:+	0.673406631048204	-28.7143163979766	4.97327246360828	-5.371577083994	7.80509901781009e-08	1.09499055201685e-05	partially_intergenic-circRNA	0610043K17Rik	circAtlas:mmu-intergenic_003425	TRUE
chr4:101256087-101256819:-	0.673406631048204	-28.7143163979766	4.97327246360828	-5.371577083994	7.80509901781009e-08	1.09499055201685e-05	partially_intergenic-circRNA	0610043K17Rik	circAtlas:mmu-intergenic_003425	TRUE
chr6:146316819-146328068:+	2.17240527530519	-31.2175898886124	5.44128976572923	-5.36960741782822	7.89082255196108e-08	1.09499055201685e-05	EI-circRNA	Itpr2	circAtlas:mmu-Itpr2_0034,circAtlas:mmu-Itpr2_0094	TRUE
chr6:146316819-146328068:-	2.17240527530519	-31.2175898886124	5.44128976572923	-5.36960741782822	7.89082255196108e-08	1.09499055201685e-05	EI-circRNA	Itpr2	circAtlas:mmu-Itpr2_0034,circAtlas:mmu-Itpr2_0094	TRUE
chr10:7673639-7674177:+	0.799787553678468	-28.710399647958	5.03340271659948	-5.30662876623616	1.11671282823304e-07	1.50717988221453e-05	ciRNA	Ppil4	.	FALSE
chr10:7673640-7674177:-	0.799787553678468	-28.710399647958	5.03340271659948	-5.30662876623616	1.11671282823304e-07	1.50717988221453e-05	ciRNA	Ppil4	.	FALSE
chr5:3772546-3822787:+	0.45083928234606	30.6408580401704	5.39654287680082	5.30726035056528	1.1128517338257e-07	1.50717988221453e-05	EI-circRNA	Ankib1	circAtlas:mmu-Ankib1_0003,circAtlas:mmu-Ankib1_0013,circBase_lifted:hsa_circ_0002744,circBase_lifted:hsa_circ_0081011	TRUE
chr5:3772546-3822787:-	0.45083928234606	30.6408580401704	5.39654287680082	5.30726035056528	1.1128517338257e-07	1.50717988221453e-05	EI-circRNA	Ankib1	circAtlas:mmu-Ankib1_0003,circAtlas:mmu-Ankib1_0013,circBase_lifted:hsa_circ_0002744,circBase_lifted:hsa_circ_0081011	TRUE
chr15:11277422-11292222:+	0.908971486760947	-30.8384847620905	5.44239973799634	-5.29885457710013	1.1653139753085e-07	1.55152107320635e-05	EI-circRNA	Adamts12	circAtlas:mmu-Adamts12_0011	TRUE
chr15:11277422-11292222:-	0.908971486760947	-30.8384847620905	5.44239973799634	-5.29885457710013	1.1653139753085e-07	1.55152107320635e-05	EI-circRNA	Adamts12	circAtlas:mmu-Adamts12_0011	TRUE
chr5:25071076-25076656:+	1.05277930940257	-30.8426075831802	5.4459963164369	-5.29611220928088	1.18294163678508e-07	1.55399099685666e-05	EI-circRNA	Prkag2	circAtlas:mmu-Prkag2_0010	TRUE
chr5:25071077-25076657:-	1.05277930940257	-30.8426075831802	5.4459963164369	-5.29611220928088	1.18294163678508e-07	1.55399099685666e-05	EI-circRNA	Prkag2	circAtlas:mmu-Prkag2_0010	TRUE
chrX:12987671-12990902:+	0.601410762808093	30.6642156273941	5.42037558453631	5.28823421557164	1.23502776951761e-07	1.60106724989108e-05	EI-circRNA	Usp9x	circAtlas:mmu-Usp9x_0037	TRUE
chrX:12987672-12990902:-	0.601410762808093	30.6642156273941	5.42037558453631	5.28823421557164	1.23502776951761e-07	1.60106724989108e-05	EI-circRNA	Usp9x	circAtlas:mmu-Usp9x_0037	TRUE
chr17:84905326-84908210:+	1.36114810485573	-30.7239022430488	5.44147985886289	-5.27869311071038	1.30108500282071e-07	1.66479740133649e-05	EI-circRNA	Plekhh2	circAtlas:mmu-Plekhh2_0004	TRUE
chr17:84905326-84908210:-	1.36114810485573	-30.7239022430488	5.44147985886289	-5.27869311071038	1.30108500282071e-07	1.66479740133649e-05	EI-circRNA	Plekhh2	circAtlas:mmu-Plekhh2_0004	TRUE
chr11:32602747-32661997:+	1.23736134127861	-30.5256234742735	5.42197208040243	-5.26111589127849	1.43183746049606e-07	1.80861263840224e-05	EI-circRNA	Fbxw11	circAtlas:mmu-Fbxw11_0005,circAtlas:mmu-Fbxw11_0002	TRUE
chr11:32602748-32661997:-	1.23736134127861	-30.5256234742735	5.42197208040243	-5.26111589127849	1.43183746049606e-07	1.80861263840224e-05	EI-circRNA	Fbxw11	circAtlas:mmu-Fbxw11_0005,circAtlas:mmu-Fbxw11_0002	TRUE
chr12:55658857-55689268:-	0.458568043906126	30.4972221876144	5.42122218523493	5.25660473116717	1.46739226750652e-07	1.83006105260861e-05	EI-circRNA	Ralgapa1	circAtlas:mmu-Ralgapa1_0074,circAtlas:mmu-Ralgapa1_0001	TRUE
chr12:55658858-55689268:+	0.458568043906126	30.4972221876144	5.42122218523493	5.25660473116717	1.46739226750652e-07	1.83006105260861e-05	EI-circRNA	Ralgapa1	circAtlas:mmu-Ralgapa1_0074,circAtlas:mmu-Ralgapa1_0001	TRUE
chr4:53107006-53144095:+	0.378476753086043	-30.5568678814577	5.4462783287891	-5.24337284242448	1.57667481029852e-07	1.94177357105827e-05	EI-circRNA	Abca1	circAtlas:mmu-Abca1_0013	TRUE
chr4:53107006-53144095:-	0.378476753086043	-30.5568678814577	5.4462783287891	-5.24337284242448	1.57667481029852e-07	1.94177357105827e-05	EI-circRNA	Abca1	circAtlas:mmu-Abca1_0013	TRUE
chr5:103649232-103649778:-	1.5558928569261	-30.5229879107758	5.44232368654397	-5.24095764118153	1.59745385758916e-07	1.94307581875274e-05	circRNA	Ptpn13	circAtlas:mmu-Ptpn13_0002,circBase:mm9_circ_012843,circBase_lifted:hsa_circ_0006468	TRUE
chr5:103649233-103649778:+	1.5558928569261	-30.5229879107758	5.44232368654397	-5.24095764118153	1.59745385758916e-07	1.94307581875274e-05	circRNA	Ptpn13	circAtlas:mmu-Ptpn13_0002,circBase:mm9_circ_012843,circBase_lifted:hsa_circ_0006468	TRUE
chr2:179576821-179581747:-	1.54361417226945	-29.075318180296	5.16907394086117	-5.23794368005988	1.6237559343037e-07	1.95098235886917e-05	EI-circRNA	Taf4	circAtlas:mmu-Taf4a_0001,circAtlas:mmu-Taf4a_0021,circAtlas:mmu-Taf4a_0032	TRUE
chr2:179576822-179581747:+	1.54361417226945	-29.075318180296	5.16907394086117	-5.23794368005988	1.6237559343037e-07	1.95098235886917e-05	EI-circRNA	Taf4	circAtlas:mmu-Taf4a_0001,circAtlas:mmu-Taf4a_0021,circAtlas:mmu-Taf4a_0032	TRUE
chr11:106220822-106236555:+	1.1826660617032	30.0938204137046	5.39147449496618	5.21078611054076	1.88042143877107e-07	2.2321508705412e-05	EI-circRNA	Scn4a	.	FALSE
chr11:106220823-106236555:-	1.1826660617032	30.0938204137046	5.39147449496618	5.21078611054076	1.88042143877107e-07	2.2321508705412e-05	EI-circRNA	Scn4a	.	FALSE
chr15:81600767-81606227:+	2.36246266222758	-29.0229484807811	5.1916093737596	-5.20511974906385	1.93871546272097e-07	2.25282663141097e-05	EI-circRNA	Rangap1	circAtlas:mmu-Rangap1_0003	TRUE
chr15:81600768-81606227:-	2.36246266222758	-29.0229484807811	5.1916093737596	-5.20511974906385	1.93871546272097e-07	2.25282663141097e-05	EI-circRNA	Rangap1	circAtlas:mmu-Rangap1_0003	TRUE
chr2:113256866-113274804:+	0.455037845771467	30.1440964435932	5.40748518862636	5.20465529943365	1.94357029860373e-07	2.25282663141097e-05	EI-circRNA	Fmn1	circAtlas:mmu-Fmn1_0001,circAtlas:mmu-Fmn1_0006,circAtlas:mmu-Fmn1_0040	TRUE
chr2:113256866-113274804:-	0.455037845771467	30.1440964435932	5.40748518862636	5.20465529943365	1.94357029860373e-07	2.25282663141097e-05	EI-circRNA	Fmn1	circAtlas:mmu-Fmn1_0001,circAtlas:mmu-Fmn1_0006,circAtlas:mmu-Fmn1_0040	TRUE
chr4:134662242-134662775:+	1.51957647891908	-28.0446401482816	5.0072296058425	-5.20140720487281	1.97785218732219e-07	2.26590565995255e-05	EI-circRNA	Syf2	circAtlas:mmu-Syf2_0001	TRUE
chr4:134662242-134662775:-	1.51957647891908	-28.0446401482816	5.0072296058425	-5.20140720487281	1.97785218732219e-07	2.26590565995255e-05	EI-circRNA	Syf2	circAtlas:mmu-Syf2_0001	TRUE
chr6:4707073-4719496:+	1.56013337524363	-29.9138072765244	5.44343401278083	-5.12797752503008	2.92871395091639e-07	3.27899479561406e-05	EI-circRNA	Sgce	circAtlas:mmu-Sgce_0006,circAtlas:mmu-Sgce_0020,circBase_lifted:hsa_circ_0081171	TRUE
chr6:4707074-4719496:-	1.56013337524363	-29.9138072765244	5.44343401278083	-5.12797752503008	2.92871395091639e-07	3.27899479561406e-05	EI-circRNA	Sgce	circAtlas:mmu-Sgce_0006,circAtlas:mmu-Sgce_0020,circBase_lifted:hsa_circ_0081171	TRUE
chr9:6288471-6293937:+	1.46669726725081	-29.9143406846872	5.44255876638272	-5.12890018884258	2.91439802959861e-07	3.27899479561406e-05	EI-circRNA	Pdgfd	circAtlas:mmu-Pdgfd_0012,circAtlas:mmu-Pdgfd_0002	TRUE
chr9:6288471-6293937:-	1.46669726725081	-29.9143406846872	5.44255876638272	-5.12890018884258	2.91439802959861e-07	3.27899479561406e-05	EI-circRNA	Pdgfd	circAtlas:mmu-Pdgfd_0012,circAtlas:mmu-Pdgfd_0002	TRUE
chr6:86420708-86442945:+	0.461980673563246	-29.629765757503	5.44509142596248	-5.07425194474474	3.8902334049824e-07	4.30657580029091e-05	EI-circRNA	C87436	circAtlas:mmu-C87436_0005,circBase_lifted:hsa_circ_0004975	TRUE
chr6:86420709-86442945:-	0.461980673563246	-29.629765757503	5.44509142596248	-5.07425194474474	3.8902334049824e-07	4.30657580029091e-05	EI-circRNA	C87436	circAtlas:mmu-C87436_0005,circBase_lifted:hsa_circ_0004975	TRUE
chr6:5100431-5154207:+	0.831448374862649	-29.4334472183896	5.44416245762338	-5.03905741827651	4.67830129848285e-07	5.12144039370025e-05	EI-circRNA	Gm46949,Ppp1r9a	circAtlas:mmu-Ppp1r9a_0025,circAtlas:mmu-Ppp1r9a_0028,circAtlas:mmu-Ppp1r9a_0056,circAtlas:mmu-Ppp1r9a_0070	TRUE
chr6:5100432-5154207:-	0.831448374862649	-29.4334472183896	5.44416245762338	-5.03905741827651	4.67830129848285e-07	5.12144039370025e-05	EI-circRNA	Gm46949,Ppp1r9a	circAtlas:mmu-Ppp1r9a_0025,circAtlas:mmu-Ppp1r9a_0028,circAtlas:mmu-Ppp1r9a_0056,circAtlas:mmu-Ppp1r9a_0070	TRUE
chr11:20642464-20658737:-	0.838479805670102	-29.3819137694985	5.44432217850537	-5.02944404679145	4.91904016624759e-07	5.32580694922576e-05	EI-circRNA	Aftph	circAtlas:mmu-Aftph_0022,circAtlas:mmu-Aftph_0030	TRUE
chr11:20642465-20658737:+	0.838479805670102	-29.3819137694985	5.44432217850537	-5.02944404679145	4.91904016624759e-07	5.32580694922576e-05	EI-circRNA	Aftph	circAtlas:mmu-Aftph_0022,circAtlas:mmu-Aftph_0030	TRUE
chr16:33054793-33056778:+	0.570236155925453	-29.3154300351874	5.44491497205982	-5.01668624310104	5.25703142526926e-07	5.62988066494189e-05	EI-circRNA	Osbpl11	circAtlas:mmu-Osbpl11_0012	TRUE
chr16:33054793-33056778:-	0.570236155925453	-29.3154300351874	5.44491497205982	-5.01668624310104	5.25703142526926e-07	5.62988066494189e-05	EI-circRNA	Osbpl11	circAtlas:mmu-Osbpl11_0012	TRUE
chr2:68093579-68097435:+	1.09906441379982	-29.1900856102881	5.44327047565932	-4.99517445107202	5.8782606134689e-07	6.22747985959165e-05	EI-circRNA	Stk39	circAtlas:mmu-Stk39_0013	TRUE
chr2:68093579-68097435:-	1.09906441379982	-29.1900856102881	5.44327047565932	-4.99517445107202	5.8782606134689e-07	6.22747985959165e-05	EI-circRNA	Stk39	circAtlas:mmu-Stk39_0013	TRUE
chr11:29350184-29380252:+	0.593368184097506	-29.1318364616493	5.44601629640808	-4.98196020447903	6.29433814602735e-07	6.59733687061005e-05	EI-circRNA	Ccdc88a,Gm51886	circAtlas:mmu-Ccdc88a_0005	TRUE
chr11:29350184-29380252:-	0.593368184097506	-29.1318364616493	5.44601629640808	-4.98196020447903	6.29433814602735e-07	6.59733687061005e-05	EI-circRNA	Ccdc88a,Gm51886	circAtlas:mmu-Ccdc88a_0005	TRUE
chr7:141937193-141939274:+	0.77175817101573	-25.5008526680052	4.72246498667432	-4.97639532200218	6.47792819278191e-07	6.75383994914114e-05	EI-circRNA	Ctsd	circAtlas:mmu-Ctsd_0006,circAtlas:mmu-Ctsd_0001	TRUE
chr18:82593304-82602315:-	0.309846402762414	-28.982662184896	5.44613487485779	-4.95446088003845	7.25311065405121e-07	7.48285578209839e-05	EI-circRNA	Mbp	.	FALSE
chr19:29720933-29732417:+	1.13446214513275	-28.9581749445767	5.44462486528288	-4.951337440431	7.3705173159095e-07	7.52518361191693e-05	EI-circRNA	Brd10	circAtlas:mmu-9930021J03Rik_0011,circAtlas:mmu-9930021J03Rik_0018,circAtlas:mmu-9930021J03Rik_0023,circAtlas:mmu-9930021J03Rik_0025,circBase:mm9_circ_005834	TRUE
chr19:29720933-29732417:-	1.13446214513275	-28.9581749445767	5.44462486528288	-4.951337440431	7.3705173159095e-07	7.52518361191693e-05	EI-circRNA	Brd10	circAtlas:mmu-9930021J03Rik_0011,circAtlas:mmu-9930021J03Rik_0018,circAtlas:mmu-9930021J03Rik_0023,circAtlas:mmu-9930021J03Rik_0025,circBase:mm9_circ_005834	TRUE
chr14:26329244-26333216:-	0.832421606222514	-28.8893676051127	5.4460149870972	-4.93743914932652	7.91550929976432e-07	7.97210261368411e-05	EI-circRNA	Dennd6a	circAtlas:mmu-Dennd6a_0001,circBase_lifted:hsa_circ_0066266	TRUE
chr14:26329245-26333216:+	0.832421606222514	-28.8893676051127	5.4460149870972	-4.93743914932652	7.91550929976432e-07	7.97210261368411e-05	EI-circRNA	Dennd6a	circAtlas:mmu-Dennd6a_0001,circBase_lifted:hsa_circ_0066266	TRUE
chr18:74710526-74713605:+	4.24824685412646	-20.103517996334	3.66757620151567	-4.93609866615793	7.97007975080319e-07	7.97210261368411e-05	EI-circRNA	Myo5b	circAtlas:mmu-Myo5b_0007,circBase_lifted:hsa_circ_0047678	TRUE
chr18:74710526-74713605:-	4.24824685412646	-20.103517996334	3.66757620151567	-4.93609866615793	7.97007975080319e-07	7.97210261368411e-05	EI-circRNA	Myo5b	circAtlas:mmu-Myo5b_0007,circBase_lifted:hsa_circ_0047678	TRUE
chr8:105973052-105975418:+	2.80294531746616	-23.2420425158426	4.31195815345056	-4.92630998722566	8.37970218276602e-07	8.29758952318615e-05	EI-circRNA	Phaf1	circAtlas:mmu-D230025D16Rik_0002	TRUE
chr8:105973053-105975418:-	2.80294531746616	-23.2420425158426	4.31195815345056	-4.92630998722566	8.37970218276602e-07	8.29758952318615e-05	EI-circRNA	Phaf1	circAtlas:mmu-D230025D16Rik_0002	TRUE
chr11:120709821-120709987:+	0.586103160898209	-28.7981143822659	5.44648590633526	-4.92025773005209	8.64303246718163e-07	8.5155477382907e-05	circRNA	Fasn	circAtlas:mmu-Fasn_0008,circAtlas:mmu-Fasn_0012	TRUE
chr5:34000455-34026222:+	0.975257531193131	-28.7551298241665	5.44412074901246	-4.91449970668262	8.90094585999858e-07	8.6828286223402e-05	EI-circRNA	Nsd2	circAtlas:mmu-Whsc1_0010,circAtlas:mmu-Whsc1_0028,circAtlas:mmu-Whsc1_0049,circBase:mm9_circ_010792,circBase_lifted:hsa_circ_0005881	TRUE
chr5:34000456-34026222:-	0.975257531193131	-28.7551298241665	5.44412074901246	-4.91449970668262	8.90094585999858e-07	8.6828286223402e-05	EI-circRNA	Nsd2	circAtlas:mmu-Whsc1_0010,circAtlas:mmu-Whsc1_0028,circAtlas:mmu-Whsc1_0049,circBase:mm9_circ_010792,circBase_lifted:hsa_circ_0005881	TRUE
chr6:38447086-38461060:+	0.911381269252961	-28.697179236717	5.44374844812383	-4.90419046565572	9.38134278560179e-07	9.06173331324918e-05	EI-circRNA	Ubn2	circAtlas:mmu-Ubn2_0045	TRUE
chr6:38447086-38461060:-	0.911381269252961	-28.697179236717	5.44374844812383	-4.90419046565572	9.38134278560179e-07	9.06173331324918e-05	EI-circRNA	Ubn2	circAtlas:mmu-Ubn2_0045	TRUE
chr9:59791762-59817990:+	0.409583293885715	-28.663978453904	5.44601480909633	-4.8960532405031	9.77805849531143e-07	9.35323508010251e-05	EI-circRNA	Gm20275,Myo9a	circAtlas:mmu-Myo9a_0065,circAtlas:mmu-Myo9a_0020,circAtlas:mmu-Myo9a_0019,circAtlas:mmu-Myo9a_0165,circBase_lifted:hsa_circ_0036146,circBase_lifted:hsa_circ_0036150	TRUE
chr9:59791763-59817990:-	0.409583293885715	-28.663978453904	5.44601480909633	-4.8960532405031	9.77805849531143e-07	9.35323508010251e-05	EI-circRNA	Gm20275,Myo9a	circAtlas:mmu-Myo9a_0065,circAtlas:mmu-Myo9a_0020,circAtlas:mmu-Myo9a_0019,circAtlas:mmu-Myo9a_0165,circBase_lifted:hsa_circ_0036146,circBase_lifted:hsa_circ_0036150	TRUE
chr4:149468194-149471673:+	0.676649107687149	-28.5142701777192	5.44596677186347	-4.86860667507281	1.12387848774978e-06	0.000106471276928411	EI-circRNA	Ube4b	circAtlas:mmu-Ube4b_0005	TRUE
chr4:149468195-149471673:-	0.676649107687149	-28.5142701777192	5.44596677186347	-4.86860667507281	1.12387848774978e-06	0.000106471276928411	EI-circRNA	Ube4b	circAtlas:mmu-Ube4b_0005	TRUE
chr9:44862078-44864470:+	1.14107852895283	-28.4217161550727	5.44557744722171	-4.85195856842562	1.2224816518442e-06	0.000114709528331381	EI-circRNA	Ube4a	circAtlas:mmu-Ube4a_0003,circAtlas:mmu-Ube4a_0025	TRUE
chr9:44862079-44864470:-	1.14107852895283	-28.4217161550727	5.44557744722171	-4.85195856842562	1.2224816518442e-06	0.000114709528331381	EI-circRNA	Ube4a	circAtlas:mmu-Ube4a_0003,circAtlas:mmu-Ube4a_0025	TRUE
chr3:68923426-68926658:+	0.863347312829926	-28.3947196066783	5.44550096208098	-4.84706912926366	1.2529877607757e-06	0.000115374410402267	EI-circRNA	Smc4	circAtlas:mmu-Smc4_0017	TRUE
chr3:68923426-68926658:-	0.863347312829926	-28.3947196066783	5.44550096208098	-4.84706912926366	1.2529877607757e-06	0.000115374410402267	EI-circRNA	Smc4	circAtlas:mmu-Smc4_0017	TRUE
chr7:77896902-77910162:-	1.12794728565202	-28.3981064132119	5.44417745299386	-4.84886957508982	1.24167022750241e-06	0.000115374410402267	EI-circRNA	Ntrk3	circAtlas:mmu-Ntrk3_0005,circBase_lifted:hsa_circ_0036657	TRUE
chr7:77896903-77910162:+	1.12794728565202	-28.3981064132119	5.44417745299386	-4.84886957508982	1.24167022750241e-06	0.000115374410402267	EI-circRNA	Ntrk3	circAtlas:mmu-Ntrk3_0005,circBase_lifted:hsa_circ_0036657	TRUE
chr7:132429431-132438936:-	4.4405437197946	-19.9052444302034	3.71168553832293	-4.8240197735861	1.40693460181006e-06	0.00012835021448457	EI-circRNA	Fam53b,Eef1akmt2	circAtlas:mmu-Mettl10_0001,circAtlas:mmu-Mettl10_0004,circBase:mm9_circ_007071	TRUE
chr7:132429432-132438936:+	4.4405437197946	-19.9052444302034	3.71168553832293	-4.8240197735861	1.40693460181006e-06	0.00012835021448457	EI-circRNA	Fam53b,Eef1akmt2	circAtlas:mmu-Mettl10_0001,circAtlas:mmu-Mettl10_0004,circBase:mm9_circ_007071	TRUE
chr18:36716665-36728046:+	1.56941306611988	-28.2171611392061	5.44579173775413	-4.81420561081137	1.47786586942442e-06	0.000133584160353249	EI-circRNA	Ankhd1	circAtlas:mmu-Ankhd1_0031,circAtlas:mmu-Ankhd1_0062,circBase:mm9_circ_012270	TRUE
chr18:36716665-36728046:-	1.56941306611988	-28.2171611392061	5.44579173775413	-4.81420561081137	1.47786586942442e-06	0.000133584160353249	EI-circRNA	Ankhd1	circAtlas:mmu-Ankhd1_0031,circAtlas:mmu-Ankhd1_0062,circBase:mm9_circ_012270	TRUE
chr8:41501084-41509721:+	1.54785594158243	-28.1370539793408	5.44574758524815	-4.79953460387015	1.59034757177948e-06	0.000142444540463249	EI-circRNA	Gm16193,Mtus1	circAtlas:mmu-Mtus1_0009,circBase_lifted:hsa_circ_0083443	TRUE
chr8:41501085-41509721:-	1.54785594158243	-28.1370539793408	5.44574758524815	-4.79953460387015	1.59034757177948e-06	0.000142444540463249	EI-circRNA	Gm16193,Mtus1	circAtlas:mmu-Mtus1_0009,circBase_lifted:hsa_circ_0083443	TRUE
chr2:142544542-142556652:+	1.77018810903089	-27.7734210658483	5.44502381711347	-4.73338995962582	2.20800692566035e-06	0.000195985479595212	EI-circRNA	Kif16b	circAtlas:mmu-Kif16b_0027,circAtlas:mmu-Kif16b_0009,circBase_lifted:hsa_circ_0059482	TRUE
chr2:142544542-142556652:-	1.77018810903089	-27.7734210658483	5.44502381711347	-4.73338995962582	2.20800692566035e-06	0.000195985479595212	EI-circRNA	Kif16b	circAtlas:mmu-Kif16b_0027,circAtlas:mmu-Kif16b_0009,circBase_lifted:hsa_circ_0059482	TRUE
chr3:30983961-30996801:+	0.505215916757911	-27.6963991512347	5.44440944327653	-4.71977712531668	2.3610318831095e-06	0.000207697023467289	EI-circRNA	Phc3	circAtlas:mmu-Phc3_0041	TRUE
chr3:30983961-30996801:-	0.505215916757911	-27.6963991512347	5.44440944327653	-4.71977712531668	2.3610318831095e-06	0.000207697023467289	EI-circRNA	Phc3	circAtlas:mmu-Phc3_0041	TRUE
