circ_id	gene_id	aging_24m_ESR1_no_3	antiHormonal_20m_CYP19A1_tamoxifen_2m_3	aging_12m_ESR1_no_3	aging_12m_ESR1_1w_2	aging_12m_CYP19A1_no_2	antiHormonal_20m_CYP19A1_tamoxifen_2m_2	aging_12m_CYP19A1_no_3	aging_24m_CYP19A1_6m_1	aging_18m_CYP19A1_no_3	aging_18m_ESR1_1w_2	antiHormonal_20m_ESR1_tamoxifen_2m_1	aging_24m_CYP19A1_no_2	aging_24m_CYP19A1_12m_1	aging_24m_CYP19A1_6m_2	aging_12m_CYP19A1_1w_1	antiHormonal_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_letrozole_2m_2	aging_24m_ESR1_no_2	antiHormonal_20m_ESR1_tamoxifen_2m_2	antiHormonal_20m_CYP19A1_no_3	aging_12m_CYP19A1_1w_3	aging_30m_ESR1_18m_3	aging_24m_CYP19A1_no_1	aging_24m_CYP19A1_12m_2	aging_12m_ESR1_no_2	aging_30m_CYP19A1_18m_3	aging_30m_CYP19A1_18m_1	aging_24m_ESR1_6m_2	aging_18m_ESR1_no_2	aging_30m_ESR1_18m_1	antiHormonal_18m_ESR1_no_1	aging_18m_CYP19A1_1w_3	aging_18m_ESR1_no_1	aging_18m_ESR1_1w_1	antiHormonal_18m_CYP19A1_no_1	aging_24m_ESR1_12m_3	aging_24m_ESR1_no_1	antiHormonal_20m_ESR1_tamoxifen_2m_3	antiHormonal_20m_ESR1_no_3	antiHormonal_20m_CYP19A1_no_2	aging_18m_CYP19A1_1w_1	aging_24m_ESR1_12m_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_1	aging_18m_ESR1_1w_3	antiHormonal_20m_ESR1_no_1	antiHormonal_20m_CYP19A1_letrozole_2m_1	aging_24m_ESR1_6m_1	antiHormonal_18m_ESR1_no_3	aging_18m_ESR1_no_3	aging_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_no_2	antiHormonal_18m_ESR1_no_2	aging_24m_CYP19A1_12m_3	aging_18m_CYP19A1_no_1	aging_24m_ESR1_6m_3	antiHormonal_18m_CYP19A1_no_3	antiHormonal_20m_CYP19A1_letrozole_2m_3	antiHormonal_20m_CYP19A1_no_1	aging_24m_CYP19A1_6m_3	aging_30m_ESR1_18m_2	antiHormonal_20m_CYP19A1_letrozole_2m_2	aging_12m_ESR1_1w_3	aging_24m_ESR1_12m_2	aging_12m_CYP19A1_no_1	aging_12m_ESR1_no_1	aging_30m_CYP19A1_18m_2	antiHormonal_20m_ESR1_letrozole_2m_1	aging_12m_CYP19A1_1w_2	aging_12m_ESR1_1w_1	antiHormonal_20m_ESR1_letrozole_2m_3	aging_24m_CYP19A1_no_3	aging_18m_CYP19A1_1w_2
chr11:67105407-67106128:-																																																										2															
chr11:67110500-67110601:-																											1							1																								1															
chr11:67120460-67120716:+																																																								1																	
chr11:67133692-67133827:-																																												1																													
chr11:67137686-67137887:-																																																												1													1
chr11:67141689-67141770:-			1	2			1				2							2									2			2				3			1			3	1					1	4						1	1				5	3	1	1	4	1			2		5					1
chr11:67141708-67141831:-																				2																																		1							1												
chr11:67145649-67146236:-			1				2	1			2	2						1		2	2	1					1					4	1	6	1				5	11	3	2		1		1	4						4	1			1	6	2		1	3						1					4
chr11:67146732-67147034:+																																					1																																				
chr11:67147088-67147201:-																																																			1				1					1													
chr11:67147232-67147962:-																		1																																						1			1														
chr11:67147923-67148106:-																																																																							1		
chr11:67150118-67150200:-																																		1																																							
chr11:67537752-67537865:-																																					1																																				
chr11:67546526-67548198:-													2																																																												
chr11:67554260-67554392:-																																								1																																	
chr11:67554276-67554424:-																																																																							1		
chr11:67555962-67556056:-																																																										1															
chr11:67562046-67562139:-																																																		1																							
chr11:67575639-67578360:-																												1																																													
chr11:68144725-68144799:+																								2													1					1					1																										
chr11:68217535-68217614:+																																																															1					1					
chr11:68218963-68226481:+																																	1			1																																					
chr11:68692439-68693110:-																																																																				1					
chr11:68859105-68859228:-																				1																																																					
chr11:68859602-68859736:-																																									1																																
chr11:68997550-68997671:-					1																																																																				
chr11:69190762-69193712:+																																																					1																				
chr11:69235001-69235089:+																																																				2																					
chr11:69236882-69237018:+																				1																																																					
chr11:69237267-69237358:+																	1																																																								
chr11:69273483-69273637:-																																																													1												
chr11:69295642-69295722:+																										1																																															
chr11:69475598-69475729:-																																										1																															
chr11:69491484-69491660:+																																		1											1																												
chr11:69492373-69493577:+																																																													1												
chr11:69532914-69534774:-																				1																																																					
chr11:69539685-69539776:-																																																								1																	
chr11:69540554-69542549:+																						2																																																			
chr11:69541798-69542242:-																																										1																															
chr11:69548582-69548811:+																																			1									1																													
chr11:69555045-69555212:+																																																										1															
chr11:69555681-69556120:+																																												1																													
chr11:69556492-69556600:+																																																									1																
chr11:69631864-69632487:+						1																																																																			
chr11:69649184-69649314:+																																					1																																				
chr11:69661345-69661454:-												1																																																													
chr11:69669964-69670054:-																																																								3																	
chr11:69671226-69671343:-																																	1																							1												1					
chr11:69685124-69685208:+																																																					1																				
chr11:69695280-69695366:+																																	1													1																											
chr11:69715243-69715391:+													1																																																												
chr11:69716479-69716648:+																																									1																																
chr11:69716601-69716718:+																																				1			1																					1													
chr11:69737586-69737885:-																																					1																																				
chr11:69738194-69738299:-																				1																																																					
chr11:69738194-69738314:-																																					1																																				
chr11:69740227-69740377:+																																																									1																
chr11:69742901-69742994:+											1																																																														
chr11:69771007-69771221:+													1																																																												
chr11:69833719-69833924:+																	1																																																								
chr11:69862624-69862758:+																																																												1													
chr11:69885413-69885556:-																																										2																															
chr11:69899371-69899522:-												1																																																													
chr11:69934171-69934248:-							1																																																																		
chr11:70118992-70119101:+				2	2																															1																														1							
chr11:70126194-70126277:+																																		1																																							
chr11:70126221-70126924:+																																																															1										
chr11:70240439-70241019:+																																			1																																						
chr11:70485451-70485560:-																																									1																																
chr11:70499547-70499675:-																																								1																																	
chr11:70529977-70530064:+																																																														1											
chr11:70541920-70542009:-																																																																							1		
chr11:70552307-70552835:-			1																																																																						
chr11:70560580-70560782:+																																																																						1			
chr11:70560914-70561028:+																																																											1														
chr11:70574418-70574590:+				1																																																																					
chr11:70591893-70592060:-						1						2																																												1																	
chr11:70591897-70592067:-													1																																																												
chr11:70595296-70595456:-											1																																																														
chr11:70595296-70595763:-														1																																																											
chr11:70595827-70621177:-						1																																																																			
chr11:70616942-70617077:-			1	2					1			1								1																			1	1					1						1		1		1				1									1					
chr11:70764822-70764907:-																																																																									1
chr11:70765572-70777997:+																																																									2																
chr11:70765572-70799382:+																																				1																																					
chr11:70792558-70793065:-										1		1																																																													1
chr11:70868961-70869055:+																																																														1											
chr11:70917408-70917527:-						1															1					1													1										1				1																				
chr11:72050238-72050344:+																	1																																																								
chr11:72062629-72062851:+																																			1																																						
chr11:72255761-72255869:+																				1																																																					
chr11:72280597-72280695:+																																							1																																		
chr11:72294772-72302118:+																																																			1				1																		
chr11:72342889-72342963:+																																					1																																				
chr11:72342976-72343182:+																																												1																													
chr11:72344562-72344649:+									1																																																																
chr11:72374867-72374971:+					1																																																																				
chr11:72576722-72576807:-																																													1																												
chr11:72631177-72631334:-																																					1																																				
chr11:72651573-72651656:-																																																					1																				
chr11:72663079-72663154:-			1																																																																						
chr11:72676105-72676197:+																										1																																															
chr11:72790408-72790572:-						1																														1											1																										
chr11:72806885-72806999:-																																																	1																								
chr11:72806885-72807043:-																		1																																																							
chr11:72815913-72816013:-						1																																																																1			
chr11:72820735-72820882:-				1																																																																					
chr11:72854632-72854846:-																																												1																													
chr11:72854699-72854837:-																																																																						1			
chr11:72872172-72872247:-																																																			1				1																		
chr11:73210669-73213001:+				1	1																												1	1		1																											2										
chr11:73214230-73214512:+																																																																	1								
chr11:74274473-74274554:+																																																									2																
chr11:74279282-74279653:+																																																												1													
chr11:74552502-74552808:-																																															1																										
chr11:74566247-74566397:+				1																																																														1							
chr11:74567052-74567176:+																																																																									1
chr11:74598459-74598537:+																							1																																																		
chr11:74611614-74611743:+																																			1																																	2					
chr11:74727543-74727625:-																					1																																																				
chr11:74745157-74745298:+												1																																																													
chr11:74764519-74764705:+			1																																																																						
chr11:74813021-74815435:+				1																																																																					
chr11:74942429-74942510:-													1																																																												
chr11:75011063-75011184:-																																								5																																	
chr11:75011527-75011620:-																																																															1										
chr11:75155822-75155962:-																																																						1																			
chr11:75281673-75281825:-																																																											1														
chr11:75338450-75338546:+																																																	1									1															
chr11:75344524-75344757:+																																1																																									
chr11:75382345-75382445:-																																																	2	1																							
chr11:75391398-75391659:-					1																																																1																	1			
chr11:75397267-75397365:-			1																																					1																	1																
chr11:75433537-75433623:-																	1																																																								
chr11:75440673-75440764:-																																																														1											
chr11:75463314-75463442:-																																										1																															
chr11:75463382-75463486:-			2																																																																						
chr11:75465446-75465539:-																																1																																									
chr11:75523953-75527831:-																							1																																																		
chr11:75523953-75530352:-																																					2																																				
chr11:75523957-75524382:-																																																																		1							
chr11:75536221-75536349:-																																																		1																							
chr11:75545392-75545488:-																																																																				1					
chr11:75553434-75556556:-																														1																																											
chr11:75564327-75564540:-																		1																																																							
chr11:75564475-75564616:-																		1																																				1											2								
chr11:75564500-75564599:-																																																																						1			
chr11:75635997-75636096:-																																																														1											
chr11:75727092-75727167:+																																																					1																				
chr11:75912048-75912300:+											1																																																														
chr11:75917192-75917282:+																																																																				1					
chr11:76215265-76217711:+																																			1																																						
chr11:76258772-76258946:+								1																																																																	
chr11:76263936-76264226:+																										1																																															
chr11:76324134-76324245:+																																1																																									
chr11:76376436-76376578:+																											1																																														
chr11:76571249-76585066:-																1							1																																										1								
chr11:76677115-76677214:+											1																															1																															
chr11:76683662-76688465:+																																																																					1				
chr11:77137238-77137331:-			2																																																																						
chr11:77165499-77165605:-										1																																																															
chr11:77209686-77209768:-																		1																																																							
chr11:77295739-77295820:-					1																																																																				
chr11:77344549-77344644:-																																																																						1			
chr11:77347491-77347676:-																																																			1				1																		
chr11:77349361-77349597:-																																								1																																	
chr11:77385168-77385810:-																																												1																													
chr11:77399778-77399912:+									1																																																																
chr11:77425804-77425884:+																																							1						1																												
chr11:77427079-77427575:+																																													1																												
chr11:77585480-77585634:-						1																																																																			
chr11:77601175-77601425:-																							1																																																		
chr11:77888722-77888850:-																																																																									1
chr11:77900601-77900700:-																			1																																																						
chr11:77908953-77913225:-																																																						2																			
chr11:77944010-77944213:-																														1																																											
chr11:77945948-77946135:-																				2																																																					
chr11:77964412-77964529:+																								1																																																	
chr11:78019311-78019408:-																																			1																																						
chr11:78097893-78098117:+																																																																						1			
chr11:78102680-78102956:+																										1																																															
chr11:78157928-78158048:-																																																					1																				
chr11:78162808-78162973:-																											1																		1																												
chr11:78164357-78164559:-																	1																																																								
chr11:78216811-78216891:-			1																											1		1															1														1												
chr11:78232695-78232865:-																																																	1																								
chr11:78239042-78239944:-																																															2																										
chr11:78514001-78514165:+																																																											1														
chr11:78552006-78552126:+																																																																						1			
chr11:78553341-78553427:+																																																																									1
chr11:78583859-78583951:+												1																																																													
chr11:79019177-79019332:+																																																											2														
chr11:79406262-79406390:+																																		1																																							
chr11:79427742-79427856:-																																																																	2								
chr11:79433786-79433961:-																																																													1												
chr11:79603347-79603496:-											1																																																														
chr11:79826885-79828550:+							1																1			3				1										1									1			1							2			2									2		
chr11:79913513-79913687:-																											1																																														
chr11:79945376-79945492:+																																																					1																				
chr11:79945657-79945802:+																																																										2															
chr11:80052756-80052831:-						1																																	1																																		
chr11:80070290-80070389:-																																				2																																					
chr11:80114729-80118158:+																																															2																										
chr11:80134248-80136893:-																																																																						1			
chr11:80198611-80198757:-					1																																																																				
chr11:80223230-80223412:-												1																																																													
chr11:80280087-80282203:-																	1																																																								
chr11:80285180-80285426:-																																																					1																				
chr11:80286070-80286326:-																					1																							1														1															
chr11:80373222-80373388:+			1								1																																																														
chr11:80553226-80553427:+																																																		1																							
chr11:82696919-82700871:+																							1																																																		
chr11:82734320-82734430:+											1																																																														
chr11:83241835-83241945:-																																							1																																		
chr11:83266394-83266944:-																																					1																																				
chr11:83381037-83381167:-																																														1																											
chr11:83600740-83602044:-						1					1																																	1																													
chr11:83901905-83902045:-																																					1																																				
chr11:83995375-83995529:+																																																									1																
chr11:84123659-84124886:-																																																																						1			
chr11:84172736-84172846:-																																														1						1																					
chr11:84183618-84183735:-						2					1																																																														
chr11:84263734-84263961:-			1																																																																						
chr11:84327370-84327486:+																											2																																														
chr11:84331883-84332061:+																																																												1													
chr11:84344606-84345138:+					1																																																																				
chr11:84401043-84401130:+												1																																																													1
chr11:84723821-84723964:+					1																																																																				
chr11:84724002-84732410:+																																		2																																							
chr11:84749279-84749388:+																		1																																																							
chr11:84850617-84850926:-																																																													2												
chr11:84853082-84853178:-																																		1																	1				1																		
chr11:84876970-84877250:+																																																																									1
chr11:84909962-84910103:+												1																																																													
chr11:85090376-85090678:+																																																			1				1																		
chr11:85094707-85094781:+																																										1																															
chr11:85114915-85115004:+																																																	1																								
chr11:85202163-85202247:-																																																			1				1																		
chr11:85471297-85471467:-																																					1																																				
chr11:85488135-85488260:-																																												1																													
chr11:85493432-85493540:-																																																	1																								
chr11:85511518-85511621:-																										1																			1					1																							
chr11:85521184-85521705:-																																																												1													
chr11:85652675-85652778:-																																																																						1			
chr11:86095243-86095350:-																										1																																															
chr11:86167856-86169280:+																																																																		1							
chr11:86171994-86172177:+												1																																																													
chr11:86183935-86184028:+																																																																						1			
chr11:86189689-86189770:+																																					1																																				
chr11:86199916-86200216:+																																			1																																						
chr11:86386767-86386855:-																																		1												1										1																	
chr11:86551949-86556704:-																																																														1											
chr11:86593147-86594566:+											1																																																														
chr11:86593436-86594516:+																											1																																														
chr11:86612494-86613068:+																														1																																											
chr11:86813340-86814217:+																																																																		1							
chr11:86880174-86880291:+			1																																																																						
chr11:86968765-86971050:+																																																			2				2																		
chr11:87109193-87109286:-																				1																																																					
chr11:87584987-87585126:-																										1																																															
chr11:87938731-87939363:-																																					1																																				
chr11:87940803-87942158:+																																																			4				4																		
chr11:87942499-87942589:-											1																																																														
chr11:87972409-87972546:-																						1																																																			
chr11:88234416-88234538:+																														1																																											
chr11:88427510-88427635:+																								1																																																	
chr11:88545450-88545534:+																																													1																												
chr11:88727858-88727952:+																																																					1																				
chr11:88901391-88901485:-							1																																																																		
chr11:90162860-90162948:-																		1																																													1										
chr11:90164145-90165341:-																																	1																																								
chr11:90167780-90167923:-																1																																																									
chr11:90168316-90169313:-																																													1																												
chr11:90237507-90237611:+				1																															1																																						
chr11:90424009-90424090:+					1																																																																				
chr11:93748556-93748655:+																																1																																									
chr11:93782765-93783455:-																																1																																									
chr11:93795985-93824784:+											1																																																														
chr11:93944350-93944482:-																																					1																																				
chr11:93959606-93959764:-																																																																		1							
chr11:93959839-93962459:-				1																														2																										1													
chr11:93997408-93997507:-																					1																																																				
chr11:94104865-94104992:-																																									1																																
chr11:94105090-94105164:-																														1																																											
chr11:94172774-94172873:+																																									1																																
chr11:94184510-94184590:+											1																																																														
chr11:94199609-94199710:+																																																																						1			
chr11:94231371-94231489:-				1								1																			1			1							1					1			1									1															1
chr11:94259112-94259360:+																																																					1																				
chr11:94364372-94364459:+																																																															1										
chr11:94394961-94396487:+																																														2																											
chr11:94828849-94829417:-																																																								2																	
chr11:94830811-94830890:-																																2																																									
chr11:94835146-94835260:-											1																																																														
chr11:94842518-94842667:-																																								1																																	
chr11:94842613-94842949:-								1																																																																	
chr11:94843015-94843198:-																																																										1															
chr11:94861621-94861756:+																											1																																														
chr11:94896261-94896445:-												1																																																													
chr11:94896476-94896575:-																1																																																									
chr11:94917190-94917318:+																																																																				1			1		
chr11:94917971-94918080:+			1																																																																						
chr11:94917971-94918088:+																														1																																1				1							1
chr11:94919387-94919576:+												1																																																													
chr11:95162043-95162138:+																																																																				1					
chr11:95309580-95310912:-																														1																																											
chr11:95356474-95356864:-					1																																							1																													
chr11:95665703-95665782:-																																																									1																
chr11:96185859-96186035:-						1																																																																			
chr11:96667256-96667365:-																																										1																															
chr11:96677549-96677682:+																																																																							1		
chr11:96708984-96709960:+																														1																																											
chr11:96709250-96709325:+																	1																																																								
chr11:96709939-96710718:+																																																								1																	
chr11:96713104-96718068:+												1																							1																	1						1				1											
chr11:96718165-96718329:+																																																																									1
chr11:96718441-96718985:+																																																													1												
chr11:96751898-96751986:-						4													1		1	1		1								1								1		1											1				1											1					
chr11:96806161-96806351:+																																																								1																	
chr11:96842502-96842597:-			1																																																																						
chr11:96850576-96850822:-																	1																																																								
chr11:96938278-96938376:-											1																																																														
chr11:97035253-97035329:+																							1																																																		
chr11:97062387-97062506:+																							1																																																		
chr11:97126891-97158505:-																																																		1																							
chr11:97288303-97288592:-																																																			1				1																		
chr11:97342239-97342434:-																																		1																																							
chr11:97895961-97896086:+																																1																											1			1											
chr11:97981652-97983956:+											1																																																														
chr11:97985973-97992619:+																											1																																														
chr11:98044471-98044939:+																																																					1																				
chr11:98047487-98047624:+																				1																																																		1			
chr11:98048589-98048705:+																																		1																																							
chr11:98057561-98060255:+																																													1																												
chr11:98101717-98101885:-																							1																																																		
chr11:98113555-98115337:-																																																		1																							
chr11:98125821-98125991:-																																																															1										
chr11:98263123-98265970:-																1																																																									
chr11:98274910-98275016:-																		1																																																							
chr11:98581243-98581358:-																																																								1																	
chr11:98656202-98656328:-			1																																																																						
chr11:98656241-98656319:-																																																																		1							
chr11:98659470-98659572:-																																																															1										
chr11:98659470-98659626:-													1																																1							1				1																	
chr11:98660630-98661540:+																																																																							1		
chr11:98661191-98661359:+							1																																																																		
chr11:98661289-98661524:+																																																					1																				
chr11:98661463-98661545:+										1																				1																																						1					
chr11:98718431-98719447:-																																												1																													
chr11:98736103-98736204:-																																																																	1								
chr11:98783137-98783248:-																																	1																																								
chr11:98886070-98886799:-																																																			1				1																		
chr11:99374794-99374883:+																																																															1										
chr11:100031650-100031754:+																														1																																											
chr11:100147154-100148291:+																																					1																																				
chr11:100261606-100261970:+																																								1																																	
chr11:100262120-100263190:+																																										1																															
chr11:100267676-100277144:+																																																						1																			
chr11:100269029-100269170:+			1			1													1																																					1						1	1					1					
chr11:100270390-100271457:+																																	1																																								
chr11:100278785-100278945:+																																	1																																								
chr11:100280962-100281044:+																					1																																																				
chr11:100369180-100372541:+																																									1																																
chr11:100388259-100388438:+																																																														1											
chr11:100409949-100410484:+																																1				1																																					
chr11:100489430-100489527:+																																																													1												
chr11:100517263-100517341:-			1				1												1																		1																																		1		
chr11:100518711-100519369:+																																																									1																
chr11:100619896-100620007:+																																																									1																
chr11:100689832-100690057:+																																																																	1								
chr11:100778434-100778547:+																																																		1																							
chr11:100778434-100778680:+																																																						1																			
chr11:100778548-100778680:+												1																																1		1							1	2																1			
chr11:100778595-100778680:+			3	1							1		2				1				1	1						1		1				1			1								1		1		4	1									2	1										1			
chr11:100779179-100779498:+													1																																																												
chr11:100813120-100813194:+																					1																								1				1	2																							
chr11:100813535-100813620:+																																										2																															
chr11:100828015-100828327:+																																															1			1																							
chr11:100829278-100829386:+																																													2																												
chr11:100847576-100847805:+																																																																				2					
chr11:100848079-100848151:+								1			1																	1													2									1																							
chr11:100849756-100849869:+																			1											1							1																						1														
chr11:100918668-100919042:-																																																				1																					
chr11:100970324-100970467:-																																																					1																				
chr11:100982209-100982298:-																				1												1	1	2											1					1							1	1										1					
chr11:100982209-100982313:-																																											1																														
chr11:101089371-101089463:+																																																						2																			
chr11:101100462-101100645:+																																																																									1
chr11:101137835-101137913:-																														1																																											
chr11:101168852-101168945:+																																																			1				1																		
chr11:101210287-101211286:-							1																																																																		
chr11:101222267-101226700:-																																																																				1					
chr11:101222992-101223180:-												1																																																													
chr11:101229845-101229934:-																																																									1											2					
chr11:101230053-101230256:-																			1																																																						
chr11:101230473-101230598:-																																																			1				1																		
chr11:101324541-101324635:-																																																										1															
chr11:101351311-101353060:+																																										1																															
chr11:101351390-101353057:+																																																	1																								
chr11:101475970-101476096:-																																																																	1								
chr11:101768615-101769674:+																																																						2																			
chr11:101865385-101865486:+																											1																																														
chr11:101872544-101872624:+																																	1																																	1							
chr11:101933868-101933948:-																																										1					1				1				1																		
chr11:101937083-101937221:-						1																																																																			
chr11:102043021-102043192:+																																																																							1		
chr11:102053667-102053894:+																																																											1														
chr11:102053789-102053894:+													1																																																												
chr11:102053895-102054196:+																																																																		1							
chr11:102053929-102054003:+						1			1			1	1				1	1			2		1				1						1			1															1			1	1		1			1								1					1
chr11:102093005-102093104:+																																				1																	1																				
chr11:102101829-102101927:+						2																																																																			
chr11:102324823-102325079:-																																				1																																					
chr11:102391520-102391606:+																																									1																																
chr11:102799858-102803216:+																														1																																											
chr11:102885633-102888255:+																																										1																															
chr11:103007207-103007292:+																																																																				1					
chr11:103019705-103019793:+																																										1																															
chr11:103137492-103137567:+																																																	1																								
chr11:103267606-103267726:+																																																											1														
chr11:103272612-103272698:+																																																	1																								
chr11:103580725-103580804:+																				1																																																					
chr11:103719587-103719695:+																																								1																																	
chr11:103749721-103754160:-																																																																					1				
chr11:104205923-104206037:-																											1																																														
chr11:104314748-104317294:-																						1																																																			
chr11:104320319-104320453:+																																																																						1			
chr11:104412381-104413621:+																																									1																1																
chr11:105077663-105077873:-																																																																									1
chr11:105120348-105120455:-																																									1																																
chr11:105132395-105137710:+																																																									1																
chr11:105164664-105165623:-																																														2																											
chr11:105234778-105235325:-																																																			1				1																		
chr11:105241038-105241110:-														1																																																											
chr11:105551848-105551955:-																																																												1													
chr11:105808302-105808384:-																				1																																																					
chr11:105816689-105816773:-					1																																							1		1										1																	
chr11:105823933-105824014:+			1																																					1	1																																
chr11:105825122-105825698:+																																				1																																					
chr11:105859869-105860593:-																																														1																											
chr11:105946082-105949210:-																										1																																															
chr11:106049133-106049286:+											1																					1																																									
chr11:106049197-106049532:+																																																									1																
chr11:106050103-106050234:+																																																								1																	
chr11:106070822-106070966:+																																																																				1					
