circ_id	gene_id	aging_24m_ESR1_no_3	antiHormonal_20m_CYP19A1_tamoxifen_2m_3	aging_12m_ESR1_no_3	aging_12m_ESR1_1w_2	aging_12m_CYP19A1_no_2	antiHormonal_20m_CYP19A1_tamoxifen_2m_2	aging_12m_CYP19A1_no_3	aging_24m_CYP19A1_6m_1	aging_18m_CYP19A1_no_3	aging_18m_ESR1_1w_2	antiHormonal_20m_ESR1_tamoxifen_2m_1	aging_24m_CYP19A1_no_2	aging_24m_CYP19A1_12m_1	aging_24m_CYP19A1_6m_2	aging_12m_CYP19A1_1w_1	antiHormonal_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_letrozole_2m_2	aging_24m_ESR1_no_2	antiHormonal_20m_ESR1_tamoxifen_2m_2	antiHormonal_20m_CYP19A1_no_3	aging_12m_CYP19A1_1w_3	aging_30m_ESR1_18m_3	aging_24m_CYP19A1_no_1	aging_24m_CYP19A1_12m_2	aging_12m_ESR1_no_2	aging_30m_CYP19A1_18m_3	aging_30m_CYP19A1_18m_1	aging_24m_ESR1_6m_2	aging_18m_ESR1_no_2	aging_30m_ESR1_18m_1	antiHormonal_18m_ESR1_no_1	aging_18m_CYP19A1_1w_3	aging_18m_ESR1_no_1	aging_18m_ESR1_1w_1	antiHormonal_18m_CYP19A1_no_1	aging_24m_ESR1_12m_3	aging_24m_ESR1_no_1	antiHormonal_20m_ESR1_tamoxifen_2m_3	antiHormonal_20m_ESR1_no_3	antiHormonal_20m_CYP19A1_no_2	aging_18m_CYP19A1_1w_1	aging_24m_ESR1_12m_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_1	aging_18m_ESR1_1w_3	antiHormonal_20m_ESR1_no_1	antiHormonal_20m_CYP19A1_letrozole_2m_1	aging_24m_ESR1_6m_1	antiHormonal_18m_ESR1_no_3	aging_18m_ESR1_no_3	aging_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_no_2	antiHormonal_18m_ESR1_no_2	aging_24m_CYP19A1_12m_3	aging_18m_CYP19A1_no_1	aging_24m_ESR1_6m_3	antiHormonal_18m_CYP19A1_no_3	antiHormonal_20m_CYP19A1_letrozole_2m_3	antiHormonal_20m_CYP19A1_no_1	aging_24m_CYP19A1_6m_3	aging_30m_ESR1_18m_2	antiHormonal_20m_CYP19A1_letrozole_2m_2	aging_12m_ESR1_1w_3	aging_24m_ESR1_12m_2	aging_12m_CYP19A1_no_1	aging_12m_ESR1_no_1	aging_30m_CYP19A1_18m_2	antiHormonal_20m_ESR1_letrozole_2m_1	aging_12m_CYP19A1_1w_2	aging_12m_ESR1_1w_1	antiHormonal_20m_ESR1_letrozole_2m_3	aging_24m_CYP19A1_no_3	aging_18m_CYP19A1_1w_2
chr14:75529011-75547242:+																											1																																														
chr14:75529011-75576912:+																																1																																									
chr14:75529617-75553518:+												1																																																													
chr14:75543228-75553518:+																																									1																						1										
chr14:75944529-75950716:-																																																																						1			
chr14:75944529-75954637:-											1																																																														
chr14:75945361-75959631:-																																																																				1					
chr14:75954307-75954637:-																																																																						1			
chr14:76007610-76008973:-			2	1																																			1		1			1	2	1			1		1		3		1															1			
chr14:76144222-76186959:-																																			1																																						
chr14:76232860-76234367:-																																																1																									
chr14:77305299-77306389:+											1					1																																	1	1						1						1	1		1					1			1
chr14:77506246-77618128:+										1																							1																																								
chr14:77618018-77618128:+																																							1																																		
chr14:77618018-77679339:+																																								1																																	
chr14:77744243-77745714:+																	1																																																								
chr14:77870002-77906233:+																																																	1																								
chr14:78090337-78094430:-																																																																	1								
chr14:78164609-78177375:+										1											1	1								1		1	1	1	1					2		2		2	1					1	2		3		2		1		1				1							1	2		
chr14:78164609-78212037:+																																								1																																	1
chr14:78166186-78224205:+																1																																																									
chr14:78832586-78834202:-																											1																																														
chr14:78861816-78865605:-																																																																				1					
chr14:78889120-78891236:-																																1														1							1																				
chr14:79162701-79174649:+				1																																																																					
chr14:79162701-79187017:+												1						1															1			1																																					
chr14:79171105-79174649:+					1																																																																				
chr14:79171105-79187017:+																											1							1																1																							1
chr14:79171105-79232603:+												1																								1						1	1						1				1								1												
chr14:79171105-79263517:+																																		1																																		1					
chr14:79171105-79275641:+						1															1					1	1																				1																										
chr14:79171105-79302445:+																						1																			1																																
chr14:79171105-79341136:+																																																																				1					
chr14:79184580-79221742:+																																													1								1																				
chr14:79184580-79263517:+																																																																		1							
chr14:79184580-79341136:+																																								2																																	
chr14:79219675-79221742:+				1		1						1					1			1										1			1	1	1																			1					1	1			1										
chr14:79219675-79232603:+						1																					1												1	1		1																															
chr14:79219675-79246719:+																		1																																													1										
chr14:79219675-79256153:+																															1																																										
chr14:79219675-79258126:+																										1																																															
chr14:79219675-79275641:+																	1		1																							1																															
chr14:79231839-79246719:+																																																														1						2					
chr14:79231839-79263517:+																																										1																															
chr14:79231839-79341136:+																																																																									1
chr14:79246603-79263517:+																				1																																									1									1			
chr14:79246603-79275641:+																							1																	1																																	
chr14:79256046-79275641:+																																																						1																			
chr14:79256046-79302445:+																																																	1																								
chr14:79294086-79302445:+											1																1																1														1	1															
chr14:79294086-79341136:+																												1																																													
chr14:79296112-79302445:+			1																					1																																																	
chr14:79318552-79341136:+																																	1																																								
chr14:79324059-79331763:+																																							1																																		
chr14:79324059-79401652:+																																															1																										
chr14:79335673-79420571:+								1																																																																	
chr14:79576973-79578535:-																																1															1		1		1				1																		
chr14:79580565-79593976:-																																																						1																			
chr14:79593160-79607537:-																														1							1																															1					
chr14:79596895-79619069:-																																																																							1		
chr14:79606517-79607537:-									1														1																																		1	1							1								
chr14:79612175-79614961:-																																																												1													
chr14:79618934-79624546:-																																1																																									
chr14:79637131-79650544:+																																					1																																				
chr14:79650430-79653454:+																																	1																																								
chr14:79714242-79714544:-																																																																		1							
chr14:79773562-79773862:+																																																					1																				
chr14:79798186-79798367:+																																								1																																	
chr14:79798186-79803012:+											1																																																														
chr14:79804589-79811058:+																														1																					1				1																		
chr14:80249217-80249430:+																																							1																																		
chr14:84714762-84715127:+																																																		1																							
chr14:87009521-87147559:-												1																																	1																		2			1							
chr14:87047771-87072537:-																																																																	1	1							
chr14:87047771-87089637:-																																								1																																	
chr14:87047771-87104078:-																																																															1										
chr14:87047771-87147559:-																																																																							2		
chr14:87089507-87104078:-																																														1																											
chr14:87202877-87240374:-																								1																																																	
chr14:87694469-87712276:+					1											1																	1													1							1								1												
chr14:87694469-87724723:+											1												2																			1				1							1																				
chr14:87694469-87749206:+									1								1																							1			1																														
chr14:87709511-87712276:+																		1	1																													1													2												
chr14:87709511-87724723:+				1	1						1	1					1	2				1	2							1		2		1	1				1							4			1								1		1		1	2				2					1		
chr14:87709511-87744042:+			1																																					1																																	
chr14:87709511-87749206:+																		1																																1						2					1		1										
chr14:87712134-87744042:+																																									1																	1										1					
chr14:87714825-87724723:+			1																																																																						
chr14:87718169-87749206:+																		1																																																					1		
chr14:87743194-87749206:+																														1																																											
chr14:98065177-98077676:-																																																	1																								
chr14:99315697-99315820:-																																																											1														
chr14:99315697-99317315:-							1																																						1																												
chr14:99370671-99378098:+																																	1																																								
chr14:99370671-99388177:+			1				1				1			1									1										1			1	1			2			1		1		1				5	1	2		5				1			2				1			1	1			2
chr14:99370671-99394055:+																																									1																																
chr14:99370671-99416916:+																				1																					1					1										2																	
chr14:99370671-99433887:+											1																																																									1					
chr14:99370671-99448506:+				1																																						1					1																										
chr14:99370671-99459079:+												1		1																																																											
chr14:99388078-99394055:+							1																																																																		
chr14:99416750-99459079:+																							1																																																		
chr14:99416750-99480445:+																																																												1													
chr14:99423916-99448506:+				1														1																1			1								1																												
chr14:99425153-99448506:+																																												1					1																								
chr14:99433784-99459079:+									1																																																																
chr14:99448375-99480445:+																																																																							1		
chr14:100224866-100260604:-																1																																																									
chr14:100260057-100260604:-																														1															1																2												
chr14:101692282-101703200:-																																																					2																				
chr14:101700310-101716641:-																																	1																																								
chr14:101731781-101745126:-																																		1																									1														
chr14:101903196-101906012:+																																												1																													
chr14:102044889-102078414:+																																																								1																	
chr14:102121597-102139805:+																																										1																															
chr14:102124372-102166887:+																																																					1																				1
chr14:102124372-102168716:+																																		1																																							
chr14:102148201-102151773:+							1																														1																	1																			
chr14:102155066-102159585:+																																							1																																		
chr14:103378306-103392351:-																																																				1																					
chr14:103380578-103394203:-													2																																																												
chr14:103391361-103394203:-																																																												2													
chr14:103392559-103419930:-																										1																																															
chr14:103407292-103419930:-																																															2																										
chr14:103410002-103419930:-																														1																																											
chr14:103410002-103528798:-														1																																																											
chr14:103412201-103414766:-																							1																																																		
chr14:103412201-103500257:-																											2																																														
chr14:103419789-103423117:-																				1																																																					
chr14:103419789-103528798:-																	1																								1				1																												
chr14:103425934-103432229:-						1																																																																			
chr14:103432019-103528798:-																							1																																																		
chr14:103433673-103528798:-																																1																																									
chr14:103441757-103500257:-																																																																						1			
chr14:103457362-103470053:-																																			1																																						
chr14:103479547-103500257:-																																												1																													
chr14:103479547-103501834:-																																													1																												
chr14:103479547-103506901:-																																																											1														
chr14:103485182-103500257:-																																					1		1															1						1													
chr14:103485182-103501834:-																																1																																									
chr14:103485182-103506901:-																																																						1			1																
chr14:103485182-103513954:-																																																										1															
chr14:103485182-103551950:-																																								1																																	
chr14:103485797-103500257:-																																										1																															
chr14:103489844-103500257:-																																																						1																			
chr14:103489844-103513954:-			1				1						1																																	1				1															1					2			
chr14:103489844-103528798:-							2									2					1																			1					1				1					1				1										1					
chr14:103497631-103500257:-																																								1																																	
chr14:103497631-103501834:-																																																										1															
chr14:103497631-103513954:-							1											1																								1							2									1		1													
chr14:103497631-103528798:-			1	1			1			1		2	1			4	1		2		1					2	1			1			1	1		1			1	1	1		1				1		3	1				1		1	1	3		1	1					1				1	1		1
chr14:103500137-103513954:-																																																									1																
chr14:103500137-103528798:-																																		1																				1																			
chr14:103506793-103513954:-																				1																																																					
chr14:103513132-103513224:-																	2																																																								
chr14:103513139-103513224:-																																	1																	1									1														1
chr14:103513224-103513954:-													2																																				1																								
chr14:103513224-103528798:-																																1															1																					1					
chr14:103513224-103534858:-							1																																																																		
chr14:103513224-103536299:-																																																																				1					
chr14:103513808-103528798:-												1																																														1															
chr14:103520033-103528798:-			1																		1						1							1							1								1					1																			
chr14:103520033-103536299:-				1														1																	1														1									1															
chr14:103522685-103528798:-																							1																																																		
chr14:103534328-103534858:-																																																																						1			
chr14:103543625-103561181:-							1					1																																																													
chr14:103561105-103561181:-																																																	1																								
chr14:103923104-103932759:+											1																																																														
chr14:104740782-104747873:-						1											1				1												1									1																															4
chr14:105350904-105352722:-																																																											1														
chr14:105354421-105362219:-																																		1																																							
chr14:105358417-105392386:-																																																								1																	
chr14:105368825-105368918:-																																			1																																						
chr14:105377751-105388325:-																																																																	1								
chr14:105378631-105380286:-																																																													1												
chr14:105378631-105391068:-																																																					1																				
chr14:105387688-105392386:-												1																																																													
chr14:105387688-105398049:-																				1																																																					
chr14:105525050-105532326:+																							1			2																					1																										
chr14:117424073-117424232:+																		1				2																		1																1	2								1								1
chr14:118107764-118126077:+																																																					1																				
chr14:118377148-118385697:+																							1																																																		
chr14:118385496-118391161:+																																																						1																			
chr14:118390980-118397596:+																																									1																																
chr14:118727910-118754000:-																																		1																																							
chr14:118727910-118790775:-																																																																				1					
chr14:118737377-118738292:-																																																																					1				
chr14:118832173-118869599:-																							1																																																		
chr14:118864863-118869599:-																																1																																									
chr14:118891561-118906519:-							2			1		1	1					1					1										1						1	1				1																			1							1			
chr14:118905758-118906519:-																																				1																							1														
chr14:119190520-119198272:+																																																					1													1							
chr14:119232357-119240398:-				1	1							1																																		1													1											1			
chr14:119232357-119257037:-				1																																																																					
chr14:119256229-119266454:-																																	1																																								
chr14:119286592-119296552:-																																																						2																			
chr14:119319116-119332801:-																																																	1																								
chr14:120562205-120562824:+			3				1		1											1			3			1		1					1			3	1					3		1			3	1					1	1			4					1	2							2			1
chr14:120626311-120634016:+																																					1																							1													
chr14:121154767-121160997:+													2																																																												
chr14:121339400-121339594:+																																																										1															
chr14:121456788-121460130:+																																																																							1		
chr14:121492849-121495378:+																																		1																																							
chr14:121574833-121575064:-																														2																								1																			
chr14:121783377-121784068:-						1							1									1																													2				2																		
chr14:121813324-121837233:-																																																										1															
chr14:121814758-121823754:-																																																																									1
chr14:121828722-121829291:-																																																																							1		
chr14:121828722-121829360:-																																															1																										
chr14:121831747-121835165:-																																			1																																						
chr14:121876878-121880607:-																																					1																																				
chr14:122142534-122145732:+			1																																							2		1					1		1		1		1								1										
chr14:122361127-122377186:+																																																					1					1															
chr14:122370691-122374913:+																																													1																				1								
chr14:122370691-122377186:+							1				1																								1				1							1																			2								
chr14:122548655-122608841:+																																								1																																	
chr14:122608652-122621734:+							1																																								1																			1							1
chr14:122795126-122906083:+																					1																																																				
chr14:122820028-122875829:+							1																																																																		
chr14:122887663-122906083:+						1																																													1				1					1	1												1
chr14:122896089-122975416:+																																																															1										
chr14:122905932-122951537:+																																																									1																
chr14:122922293-122929667:+																												1																																													
chr14:122922293-122938577:+																																												1		1																											
chr14:122922293-122951537:+									1																												2																			1				1													
chr14:122927510-122951537:+				1																																																																					
chr14:122938466-122975416:+												2																																																													
chr14:123178716-123210697:-																																									1										1				1																		
chr14:123187900-123210697:-							1																																		1																																
chr14:123200709-123210697:-																																																															1										
chr14:123209151-123210697:-			1				1						1														1					1	1	1			1				1									3	1				1		1									1							
chr14:123607349-123609026:-																							1																			1												1																			
chr14:123830093-123837401:-				1																																													1																								
chr14:124065163-124094991:+																				1																1																	1									1						1					
chr15:3355379-3370573:-																						1												1																																			1				
chr15:3355379-3377083:-																																																						1			1																
chr15:3357455-3370573:-																																																					1																				
chr15:3357455-3377083:-			1																															1						1									3																								
chr15:3357455-3487490:-			1																																																					2																	
chr15:3362828-3363007:-																						2										1																																									
chr15:3362828-3377083:-				1																																								1																													
chr15:3362828-3487490:-																																												1																													
chr15:3370400-3370573:-																																														1																											
chr15:3370400-3487490:-																																													1																												
chr15:3418129-3487490:-										1			1								1												1								1								2											1								1			1		
chr15:3487411-3487490:-			1			2	2						1					1	1		1		1	1			1							1		1					2											1		2		1		1	1	1	1							1		1	1		2
chr15:4001110-4007479:-																																															1																										
chr15:4064741-4066663:+																																				1														1																							
chr15:4064741-4089478:+							2		1	1						1											1													1																						1				1							1
chr15:4064741-4131361:+																																																								1																	
chr15:4076946-4087257:+												1								1													1				1							1			1																										
chr15:4076946-4089478:+			2			1	2				2	2						1					2	1			2			3		1		3	2		3			1	2			1	2				1							1	2		1	1	1							2	1		3		2
chr15:4083196-4089478:+																						1																																																			
chr15:4083196-4131361:+																																																			1				1																		
chr15:4125953-4158405:+																																																													1												
chr15:4158315-4158405:+																																																																		1							
chr15:5190083-5199497:+																																							1																																		
chr15:5190083-5206686:+					1																																																																				
chr15:5194192-5199497:+				1																																																																					
chr15:5203688-5206686:+					1																																																																				
chr15:5351724-5353093:+																	1																													2																1	1										
chr15:6446286-6460588:+														1																																																											
chr15:6464645-6466531:+								1																																																																	
chr15:6609401-6610527:+																		1																																																							
chr15:6609401-6649231:+																																																						1																			
chr15:6649074-6664397:+																					1																																															1		1			
chr15:6664276-6678401:+																																																					1																				
chr15:6664276-6682025:+														1																																																											
chr15:6673174-6676143:+											1																																																1														
chr15:6673174-6678401:+																																																														1											
chr15:6764845-6775061:+																						1																		1						1																											
chr15:6764845-6780202:+																																			1									1										1																			1
chr15:6773808-6789138:+																																																						2																			
chr15:6801612-6804359:+			1																																																																						
chr15:6803289-6811247:+																																													1																												
chr15:6813038-6816500:+																																			1						1	2																			2												
chr15:6858113-6867312:-																																																					2																				
chr15:6866396-6867312:-								1																																																																	
chr15:6866396-6872398:-			1																				1																	1	2	1			3												1					1											
chr15:6871433-6882069:-																																			1																																						
chr15:7183867-7189002:+																																					1				1																												1	1			
chr15:7183867-7198747:+																																										1								1																							
chr15:7183867-7208493:+																																																		2																							
chr15:7183867-7217649:+																	1																																																								
chr15:7183867-7219674:+							1																									1																																									
chr15:7202336-7203041:+																			1							1																2																															
chr15:7205040-7208493:+							2																																																																		
chr15:7211333-7211513:+																																																	2																								
chr15:7319264-7347831:-																																																			1				1																		
chr15:7949967-7953788:-																1																																																									
chr15:8006448-8049146:-																					1																																															2					
chr15:8006448-8108848:-																																	1																																								
chr15:8006448-8112066:-																																																					1																				
chr15:8049069-8108756:-																																2																																						1			
chr15:8049069-8108848:-							1																																																																		
chr15:8049069-8112066:-																																																						1																			
chr15:8072191-8075972:-																																								1																																	
chr15:8108643-8128876:-																																																															1										
chr15:8144962-8148736:+																																									1																																
chr15:8144962-8161040:+																						2																																																			
chr15:8144962-8165389:+																							1																																																		
chr15:8148662-8153807:+																																																								1																	
chr15:8169334-8170843:+										1				1																		1	1																																				1				2
chr15:8176626-8177935:+																											1					1										1		1																			1										
chr15:8207820-8218361:+																											2																																														
chr15:8256396-8261584:+							1																																																																		
chr15:8330178-8336508:-																																																									1																
chr15:8330178-8347900:-																											1			1																																											
chr15:8335332-8354143:-											1																																																														
chr15:8348940-8354143:-																																															1																										
chr15:8355167-8359800:-					1							1	2																						2						1																1	1															
chr15:8355167-8366441:-																																																											1														
chr15:8363064-8364754:-																																		1																																							
chr15:8388123-8403586:-																																			1																																						
chr15:8395275-8403586:-																				1																																																					
chr15:9085804-9096181:+																																																					1				1																
chr15:9149062-9165949:+																																																						1					1														
chr15:9156292-9165949:+																																																																									1
chr15:10317588-10326631:+																										1																																															
chr15:10449661-10461510:-				1																																																																			1		
chr15:10451640-10454943:-																																																								1																	
chr15:10460040-10464066:-																																																					1																				
chr15:11071584-11152157:+																																							1																													1					
chr15:11152006-11152157:+													1																																																												
chr15:11215626-11217971:+													2																																																												
chr15:11237619-11241631:+																																																									1																
chr15:11237619-11263539:+																																																																						1			
chr15:11237619-11286935:+										1																																																															
chr15:11255634-11263539:+							1																																																																		
chr15:11255634-11270780:+																																1																																									
chr15:11255634-11277542:+					1																1					1				1																																											1
chr15:11255634-11292222:+																																																					1																				
chr15:11263369-11277542:+																																																								1																	
chr15:11277421-11277542:+																																																									1																
chr15:11277421-11292222:+																							1																		1																													1			1
chr15:11277421-11311731:+											1																																																							1							
chr15:11277421-11331947:+						1																	1																																																		
chr15:11285947-11292222:+																																																																		1							
chr15:11299980-11311731:+																																1																																									
chr15:11299980-11317441:+																																																																	1								
chr15:11317288-11336540:+																																																																									1
chr15:11848554-11851608:-																				1																																																					
chr15:11858702-11883550:-																																									1																																
chr15:11858702-11895890:-						1				1	1	1	1	1						1												1								2	1							1	2	1				1				3										5			1		
chr15:11883383-11883550:-					1								2							1																																																					
chr15:11883383-11895890:-			8		3	4	2		1	1		11	12	2		4	8	11		3	2	3	2	1			6	1		2		3	1	1		9	10		2	2	4		1	6	5	1		3	12		3		4	11	3	6	8	9		3	2	3	4		2	2		13	2	1	5		2
chr15:11895767-11895890:-						1																																																		2							1										
chr15:12136481-12140738:+													1								1					1													1			1							1																			1					
chr15:12136481-12171940:+						1						2															2									1									1									1						1								1		1			
chr15:12140519-12156494:+																																								1																																	
chr15:12140519-12160776:+																																																																		1							
chr15:12146234-12160776:+																																								1																																	
chr15:12149613-12156494:+																											1																																														3
chr15:12149613-12171940:+																																2																										1															
chr15:12150258-12156494:+																																															1																										
chr15:12152886-12160776:+											2										1														3														1																								
chr15:12230359-12234012:+				1	1								1				1						1									3													1						1		1		1	1	1											2					
chr15:12230359-12238105:+											1																														1				1											1																	
chr15:12236103-12238105:+						2											1													1																		1	1	1			2																				
chr15:12339713-12343237:+			1	1		2	2				1												1													1				2	1	2				1	2			1		1		1							1	1				1							1
chr15:12382684-12390135:-																																												1																													
chr15:12382684-12419658:-																																																															1										
chr15:12387622-12390135:-																																												1					1		1	1			1										1								
chr15:12399264-12437345:-																																												1																													
chr15:12399264-12445751:-																																																															1										
chr15:12406552-12445751:-																																																											1														
chr15:12419543-12437345:-																	1																																																								
chr15:12419543-12445751:-							1																																						1																												
chr15:12437189-12445751:-				2	1					1						2		2				1				1	1	2				2	1		1	1									3				1							1		1					1							2			
chr15:12437189-12458385:-																																																																							1		
chr15:12457883-12458385:-			1																							1																																											1				
chr15:12549236-12549321:-																																										1																															
chr15:12592166-12592996:-																																												1			1																										
chr15:12716227-12716323:-																																																										1															
chr15:12889704-12890633:+												2																1																																													
chr15:12889704-12905787:+																																																														1											
chr15:12912596-12915530:+																					1													1																								1															
chr15:12912596-12929797:+																																		1			3			1																																	
chr15:16823244-16832364:+																																								1																						1											
chr15:25701647-25714302:+																																																																						1			
chr15:25722255-25726609:+																																																						1																			
chr15:25732055-25732185:+											1																																																														
chr15:25736031-25738111:+																																																						1																			
chr15:25737535-25742535:+																																																	1																								
chr15:25783003-25786132:+																							1																																																		
chr15:26789598-26789688:-																																			1																																						
chr15:27544336-27557333:+																					1															1																														1							
chr15:27544336-27571740:+																																																											1														
chr15:27553774-27571740:+																																													1																												
chr15:27562809-27567693:+													1																																																												
chr15:27562809-27571740:+							1																																						1																												
chr15:27611471-27611597:-																										1																																															
chr15:27616409-27619709:-																																																						1																			
chr15:27616409-27623444:-																		1																																																							
chr15:27664429-27664899:-																																				1																																					
chr15:27764039-27765871:-																																			1																																						
chr15:27841812-27856320:-																				1																																																					
chr15:27854966-27856320:-																							1																																																		
chr15:27871246-27881515:-																																	1																																								1
chr15:27871246-27891558:-																																																																							1		
chr15:27871246-27912820:-																																																																				1					
chr15:27881392-27905417:-																																																									1																
chr15:27881392-27912820:-																																																																				1					
chr15:27881392-27919377:-																																																						1																			
chr15:27889373-27905417:-																		1																																																							
chr15:27891426-27912820:-																																																					1																				
chr15:27897919-27905417:-																							1																																																		
chr15:27897919-27912820:-																																																					1																				
chr15:27912705-27919377:-																																																												1													
chr15:31469688-31471944:-																												1																																													
chr15:31492884-31498888:-																																								1																				1													
chr15:31496149-31509968:-																																																														1											
chr15:31581985-31585583:+																											1																																														
chr15:31594689-31595790:-																																							1																																		
chr15:31595790-31598206:-																																			1																																						
chr15:32347365-32347462:+																																					1																																				
chr15:32347365-32351658:+										1				1																																														1													
chr15:32538810-32550608:+																																1																																									
chr15:33212961-33213409:+																																																													1					1							
chr15:33250071-33381593:+																											1							1																		1				1			1														
chr15:33466771-33466863:+																																																	1																								
chr15:34099629-34118256:+																																																																						1			
chr15:34114169-34118256:+																																								1																																	
chr15:34114169-34123912:+																																										1												1							1												
chr15:34114169-34136973:+																																	1																									1										1					
chr15:34116456-34121658:+																																																														1											
chr15:34116456-34140043:+																																									1																																
chr15:34116522-34118025:+										1																																																															
chr15:34118025-34118256:+												1																																																													
chr15:34118025-34123912:+																																																																				1					
chr15:34118025-34131434:+																																																																					1				
chr15:34118025-34136973:+																																					2																																				
chr15:34118025-34140043:+																																																										1															
chr15:34272489-34277673:+																																		1																				1						1													
chr15:34345136-34355831:+																																	1																																								
chr15:34388869-34388992:+																																																									1																
chr15:34577715-34584911:-																																																																							1		
chr15:35072575-35073367:-																										1																																															
chr15:35072575-35115791:-				1			1				1						1				1																																																				
chr15:35088533-35115791:-																																											1																														
chr15:35099579-35115791:-			1	2	1	1			3		1	3					2	2		2	2		2				3					2		1		3	2			1	1			3	2	1	1		1	2		2		1			2	2			2	2	1			4		3	2				4
chr15:35417656-35423443:+																																																					1																				
