circ_id	gene_id	aging_24m_ESR1_no_3	antiHormonal_20m_CYP19A1_tamoxifen_2m_3	aging_12m_ESR1_no_3	aging_12m_ESR1_1w_2	aging_12m_CYP19A1_no_2	antiHormonal_20m_CYP19A1_tamoxifen_2m_2	aging_12m_CYP19A1_no_3	aging_24m_CYP19A1_6m_1	aging_18m_CYP19A1_no_3	aging_18m_ESR1_1w_2	antiHormonal_20m_ESR1_tamoxifen_2m_1	aging_24m_CYP19A1_no_2	aging_24m_CYP19A1_12m_1	aging_24m_CYP19A1_6m_2	aging_12m_CYP19A1_1w_1	antiHormonal_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_letrozole_2m_2	aging_24m_ESR1_no_2	antiHormonal_20m_ESR1_tamoxifen_2m_2	antiHormonal_20m_CYP19A1_no_3	aging_12m_CYP19A1_1w_3	aging_30m_ESR1_18m_3	aging_24m_CYP19A1_no_1	aging_24m_CYP19A1_12m_2	aging_12m_ESR1_no_2	aging_30m_CYP19A1_18m_3	aging_30m_CYP19A1_18m_1	aging_24m_ESR1_6m_2	aging_18m_ESR1_no_2	aging_30m_ESR1_18m_1	antiHormonal_18m_ESR1_no_1	aging_18m_CYP19A1_1w_3	aging_18m_ESR1_no_1	aging_18m_ESR1_1w_1	antiHormonal_18m_CYP19A1_no_1	aging_24m_ESR1_12m_3	aging_24m_ESR1_no_1	antiHormonal_20m_ESR1_tamoxifen_2m_3	antiHormonal_20m_ESR1_no_3	antiHormonal_20m_CYP19A1_no_2	aging_18m_CYP19A1_1w_1	aging_24m_ESR1_12m_1	antiHormonal_20m_CYP19A1_tamoxifen_2m_1	aging_18m_ESR1_1w_3	antiHormonal_20m_ESR1_no_1	antiHormonal_20m_CYP19A1_letrozole_2m_1	aging_24m_ESR1_6m_1	antiHormonal_18m_ESR1_no_3	aging_18m_ESR1_no_3	aging_18m_CYP19A1_no_2	antiHormonal_20m_ESR1_no_2	antiHormonal_18m_ESR1_no_2	aging_24m_CYP19A1_12m_3	aging_18m_CYP19A1_no_1	aging_24m_ESR1_6m_3	antiHormonal_18m_CYP19A1_no_3	antiHormonal_20m_CYP19A1_letrozole_2m_3	antiHormonal_20m_CYP19A1_no_1	aging_24m_CYP19A1_6m_3	aging_30m_ESR1_18m_2	antiHormonal_20m_CYP19A1_letrozole_2m_2	aging_12m_ESR1_1w_3	aging_24m_ESR1_12m_2	aging_12m_CYP19A1_no_1	aging_12m_ESR1_no_1	aging_30m_CYP19A1_18m_2	antiHormonal_20m_ESR1_letrozole_2m_1	aging_12m_CYP19A1_1w_2	aging_12m_ESR1_1w_1	antiHormonal_20m_ESR1_letrozole_2m_3	aging_24m_CYP19A1_no_3	aging_18m_CYP19A1_1w_2
chr11:75564499-75564599:-																																																																						1			
chr11:75635996-75636096:-																																																														1											
chr11:75727091-75727167:+																																																					1																				
chr11:75912049-75912302:+											1																																																														
chr11:75917191-75917282:+																																																																				1					
chr11:76215265-76217711:+																																			1																																						
chr11:76258771-76258946:+								1																																																																	
chr11:76263936-76264226:+																										1																																															
chr11:76324133-76324245:+																																1																																	1								
chr11:76376437-76376580:+																											1																																														
chr11:76571248-76585066:-																1							1																																										1								
chr11:76677117-76677217:+											1																															1																															
chr11:76683659-76688463:+																																																																					1				
chr11:77137237-77137331:-			2																																																																						
chr11:77165498-77165605:-										1																																																															
chr11:77209685-77209768:-																		1																																																							
chr11:77295738-77295820:-					1																																																																				
chr11:77347492-77347678:-																																																			1				1																		
chr11:77349360-77349596:-																																								1																																	
chr11:77399776-77399911:+									2																																																																
chr11:77425304-77425503:+														1																																																											
chr11:77425803-77425884:+																																							1						1																												
chr11:77427078-77427575:+																																													1																												
chr11:77601174-77601424:-																							1																																																		
chr11:77888721-77888850:-							1																																																																		1
chr11:77900600-77900700:-																			2																																																						
chr11:77908952-77913224:-																																																						2																			
chr11:77944009-77944213:-																														1																																											
chr11:77945947-77946135:-																				2																																																					
chr11:77964411-77964529:+																								1																																																	
chr11:78019310-78019408:-																																			1																																						
chr11:78097892-78098117:+																																																																						1			
chr11:78102679-78102956:+																										1																																															
chr11:78157927-78158047:-																																																					1																				
chr11:78162807-78162972:-																											1																		1																												
chr11:78164356-78164559:-																	1																																																								
chr11:78180141-78181331:-																			2																																																						
chr11:78216810-78216891:-			1		1	3	1										1													1	1	1								1	1	2	3			1	1			2		2					1				1	1	1	1					1				1
chr11:78216812-78216892:-																																											1																														
chr11:78232694-78232865:-																																																	1																								
chr11:78239041-78239944:-																																															2																										
chr11:78514000-78514165:+																																																											1														
chr11:78552005-78552126:+																																																																						1			
chr11:78553340-78553427:+																																																																									1
chr11:78583858-78583951:+												1																																																													
chr11:79019174-79019330:+																																																											2														
chr11:79406261-79406390:+																																		1																																							
chr11:79427741-79427856:-																																																																	2								
chr11:79433785-79433961:-																																																													1												
chr11:79603346-79603496:-											1																																																														
chr11:79826884-79828549:+		1																																																																							
chr11:79826884-79828550:+		1				2	1								1								1			2				1										1									1			1							1			2									2		
chr11:79913512-79913687:-																											1																																														
chr11:79945375-79945492:+																																																					1																				
chr11:79945656-79945802:+																																																										2															
chr11:80052755-80052831:-						1																																	1																																		
chr11:80070289-80070389:-																																				2																																					
chr11:80134247-80136893:-																																																																						1			
chr11:80198610-80198757:-					1																																																																				
chr11:80223229-80223412:-												1																																																													
chr11:80280086-80282203:-																	1																																																								
chr11:80285179-80285426:-																																																					1																				
chr11:80286069-80286326:-																																								1																																	
chr11:80292530-80292698:-																																																						1																			
chr11:80373221-80373388:+			1								1																		1																				1												2						1					1	
chr11:80553225-80553427:+																																																		1																							
chr11:82696918-82700871:+																							1																																																		
chr11:82734319-82734430:+																																													1																												
chr11:82734321-82734432:+											1																																																														
chr11:83241834-83241945:-																																							1																																		
chr11:83266396-83266947:-																																					1																																				
chr11:83294795-83295505:-		2																																																																							
chr11:83381036-83381166:-																																														1																											
chr11:83600739-83602044:-																																						1																									2										
chr11:83901904-83902045:-																																					1																																				
chr11:83995374-83995529:+																																																									1																
chr11:84081696-84081890:-																										1																																															
chr11:84123658-84124886:-																																																																						1			
chr11:84172735-84172846:-																																														1																											
chr11:84183617-84183735:-						2					1																2																																														
chr11:84263733-84263961:-			1																																																																						
chr11:84327369-84327486:+																											2																																														
chr11:84331882-84332061:+																																																												1													
chr11:84344606-84345138:+					1																																																																				
chr11:84401044-84401132:+												1																																																													
chr11:84723820-84723964:+					1																																																																				
chr11:84724002-84732410:+																																		2																																							
chr11:84749278-84749388:+																		1																																																							
chr11:84850616-84850926:-																																																													2												
chr11:84853081-84853178:-																																		1																	1				1																		
chr11:84876969-84877250:+																																																																									1
chr11:84909961-84910103:+												1																																																													
chr11:85090375-85090678:+																																																			1				1																		
chr11:85094706-85094781:+																									1																	1																															
chr11:85114914-85115004:+															1																																		1																								
chr11:85202160-85202245:-																																																			1				1																		
chr11:85471299-85471470:-																																					1																																				
chr11:85488134-85488260:-																																												1																													
chr11:85493431-85493540:-																																																	1																								
chr11:85511517-85511621:-												2														1				1															1					1																					1		
chr11:85521185-85521707:-																																																												1													
chr11:85652674-85652778:-																																																																						1			
chr11:86095242-86095350:-																										1																																															
chr11:86167855-86169280:+																																																																		1							
chr11:86171993-86172177:+												1																																																													
chr11:86183934-86184028:+																																																																						1			
chr11:86189688-86189770:+																	1																				1			2																																	
chr11:86199915-86200216:+																																			1																																						
chr11:86386766-86386855:-																																		1												1										1																	
chr11:86551948-86556704:-																																																														1											
chr11:86593146-86594566:+											1																																																														
chr11:86593438-86594519:+																											1																																														
chr11:86612493-86613068:+																														1																																											
chr11:86813339-86814217:+																																								1																																	
chr11:86880173-86880291:+			1																																																																						
chr11:86968762-86971048:+																																																			2				2																		
chr11:87109192-87109286:-																				1																																																					
chr11:87584986-87585126:-																										1																																															
chr11:87938730-87939363:-																																					1																																				
chr11:87940802-87942158:+																																																			1				1																		
chr11:87942500-87942591:-											1																																																														
chr11:87972408-87972546:-																						1																																																			
chr11:88234417-88234540:+																														1																																											
chr11:88427512-88427638:+																								1																																																	
chr11:88545449-88545534:+																																													1																												
chr11:88727857-88727952:+																																																					1																				
chr11:88727858-88727952:+																																																																1									
chr11:88901390-88901485:-							1																																																																		
chr11:90162859-90162948:-																		1																									1																														
chr11:90164144-90165340:-																																	1																																								
chr11:90167779-90167922:-																1																																																									
chr11:90168315-90169313:-																																													1																												
chr11:90223632-90223787:+						1																																																																			
chr11:90237506-90237611:+				1																															1																																						
chr11:90424008-90424090:+					1																																																																				
chr11:93748555-93748655:+																																1																																									
chr11:93782764-93783455:-																																1																																									
chr11:93944351-93944484:-																																					1																																				
chr11:93959605-93959763:-																																																																		1							
chr11:93997407-93997507:-																					1																																																				
chr11:94104864-94104992:-																																									1																																
chr11:94105089-94105164:-																														1																																											
chr11:94172773-94172873:+																																									1																																
chr11:94184509-94184590:+											1																																																														
chr11:94199608-94199710:+																																																																						1			
chr11:94231371-94231491:-				1																																																																					
chr11:94231372-94231490:-																																																																								1	
chr11:94259111-94259360:+																																																					1																				
chr11:94364371-94364459:+																																																															1										
chr11:94394960-94396487:+																																														2																											
chr11:94828851-94829420:-																																																								2																	
chr11:94830810-94830890:-																																2																																									
chr11:94835145-94835260:-											1																																																														
chr11:94842517-94842667:-																																								1																																	
chr11:94843014-94843198:-																																																										1															
chr11:94861620-94861756:+																											1																																														
chr11:94896260-94896445:-												1																																																													
chr11:94896312-94896706:-																																				1																																					
chr11:94896475-94896575:-				1								1																																																													
chr11:94917191-94917320:+																																																																				1			1		
chr11:94917970-94918080:+			1																																																																						
chr11:94917970-94918088:+																																																																									1
chr11:94919385-94919575:+												1																																																													
chr11:95162045-95162141:+																																																																				1					
chr11:95281391-95282383:-																			1																																																						
chr11:95309579-95310912:-																														1																																											
chr11:95356473-95356864:-					1																																							1																													
chr11:95665702-95665782:-																																																									1																
chr11:96185858-96186035:-						1																																																																			
chr11:96667253-96667363:-																																										1																															
chr11:96677548-96677682:+																																																																							1		
chr11:96708983-96709960:+																														1																																											
chr11:96709244-96709328:+												1																																																													
chr11:96709248-96709325:+											1								1																																										3									1			
chr11:96709249-96709325:+																	1																																																								
chr11:96709938-96710718:+																																																								1																	
chr11:96713103-96718068:+												1																																								1																					
chr11:96713106-96718071:+																																			1													1										1				1											
chr11:96718164-96718329:+																																																																									1
chr11:96718312-96718455:+												1																																																													
chr11:96718314-96718452:+				2																																																				1																	
chr11:96718440-96718985:+																																																													1												
chr11:96751897-96751986:-						5													1		1	1		1								1			1			1		1		1											1				1											1					
chr11:96806160-96806351:+																																																								1																	
chr11:96842501-96842597:-			1																																																																						
chr11:96850577-96850823:-																	1																																																								
chr11:96938277-96938376:-											1																																																														
chr11:97035252-97035329:+																							1																																																		
chr11:97062386-97062506:+																							1																																																		
chr11:97288302-97288592:-																																																			1				1																		
chr11:97342238-97342434:-																																		1																																							
chr11:97895960-97896086:+																																1																											1														
chr11:97981651-97983956:+							2				1																																			1					1		1		1																		
chr11:97985972-97992619:+																											1																																														
chr11:98044468-98044937:+																																																					1																				
chr11:98047489-98047627:+																				1																																																		1			
chr11:98048588-98048705:+																																		1																														1									
chr11:98048705-98057172:+																																																												1													
chr11:98057561-98060255:+																																													1																												
chr11:98101716-98101885:-																							1																																																		
chr11:98113554-98115336:-																																																		1																							
chr11:98125820-98125991:-																																																															1										
chr11:98263122-98265970:-																1																																																									
chr11:98274909-98275016:-														1				1	1																																								1														
chr11:98274911-98275017:-																									1																																																
chr11:98581242-98581358:-																																																								1																	
chr11:98656199-98656326:-			1																																																																						
chr11:98656240-98656319:-																																																																		1							
chr11:98659467-98659570:-																																																															1										
chr11:98659469-98659626:-				1																																																				1																	
chr11:98660629-98661540:+																																																																							1		
chr11:98661190-98661359:+							1																																																																		
chr11:98661289-98661524:+																																																					1																				
chr11:98661462-98661545:+										1																				1																																						1					
chr11:98718430-98719447:-																																												1																													
chr11:98718432-98719444:-																																																																						1			
chr11:98736102-98736204:-																																																																	1								
chr11:98783137-98783249:-																																	1																																								
chr11:98795941-98796078:-				1																																																																					
chr11:98886069-98886799:-																																																			1				1																		
chr11:98933696-98933908:-		1																																																																							
chr11:99374793-99374883:+					2																																																										1										
chr11:100031649-100031754:+																														2																																											
chr11:100147153-100148291:+																																					1																																				
chr11:100261605-100261970:+																																								1																																	
chr11:100262119-100263190:+																																										1																															
chr11:100267675-100277144:+																																																						1																			
chr11:100269028-100269170:+			1			1													1																																					1						1	1					1					
chr11:100270392-100271460:+																																	1																																								
chr11:100278784-100278945:+																																	1																																								
chr11:100280964-100281047:+																					1																																																				
chr11:100369179-100372541:+																																									1																																
chr11:100388258-100388438:+																																																														1											
chr11:100409951-100410487:+																									1							1				1																																					
chr11:100489429-100489527:+																																																													1												
chr11:100517262-100517340:-																								1																																																	
chr11:100517262-100517341:-			2				1												1																		1									1			1																		1				1		
chr11:100518711-100519369:+																																																									1																
chr11:100619895-100620007:+																																																									1																
chr11:100689831-100690057:+																																																																	1								
chr11:100778433-100778547:+																																																		1																							
chr11:100778433-100778680:+																																																						1																			
chr11:100778547-100778680:+									1																																					1								2																			
chr11:100778594-100778680:+			3	1							1		2				1				1	1			3			1	1	1				1			1								2		1		5	2									2	1								1		1			
chr11:100779176-100779496:+													1																																																												
chr11:100813119-100813194:+																					1																								1				1	2																							
chr11:100813534-100813620:+																																										2																															
chr11:100828014-100828327:+																																															1			1																							
chr11:100829277-100829386:+																																													2																												
chr11:100847575-100847805:+																																																																				2					
chr11:100848081-100848154:+																												1																																													
chr11:100849758-100849872:+																			1											1							1																						1		1												
chr11:100918669-100919044:-																																																				1																					
chr11:100970323-100970467:-																																																					1																				
chr11:100982208-100982297:-																																		2																																							
chr11:100982208-100982298:-		1																		1												1	1												1					1							1	1										1					
chr11:100982208-100982313:-																																											1																								1						
chr11:101089370-101089463:+																																																						2																			
chr11:101100461-101100645:+																																																																									1
chr11:101137834-101137913:-																														1																																											
chr11:101168851-101168945:+																																																			1				1																		
chr11:101222266-101226700:-																																																																				1					
chr11:101222991-101223180:-												1																																																													
chr11:101229842-101229932:-																																																									1											2					
chr11:101230052-101230256:-																																					1																																				
chr11:101230472-101230598:-																																																			1				1																		
chr11:101324540-101324635:-																																																										1															
chr11:101351310-101353060:+																																										1																															
chr11:101351389-101353057:+																																																	1																								
chr11:101475969-101476096:-																																												1									1																				
chr11:101768614-101769674:+																																																						2																			
chr11:101865384-101865486:+																											1																																														
chr11:101872543-101872624:+														2					2														1																																	1							
chr11:101933867-101933948:-																																										1					1				1				1																		
chr11:101937082-101937221:-						1																																																																			
chr11:102043021-102043192:+																																																																							1		
chr11:102053666-102053894:+																																																											1														
chr11:102053788-102053894:+													1																																																												
chr11:102053894-102054196:+																																																																		1							
chr11:102053931-102054005:+									1																																																																
chr11:102053931-102054006:+		1							1				1				1	1			2		1				1						1			1		1																1					1	1								1				1	
chr11:102093004-102093104:+																																				1																	1						1														
chr11:102101828-102101927:+						2																																																																			
chr11:102324820-102325077:-																																				1																																					
chr11:102391519-102391606:+																																									1																																
chr11:102799857-102803216:+																														1																																											
chr11:102885630-102888253:+																																										1																															
chr11:103007207-103007292:+																																																																				1					
chr11:103019704-103019793:+																																										1																															
chr11:103137491-103137567:+																																																	1																								
chr11:103267605-103267726:+																																																											1														
chr11:103272611-103272698:+																																																	1																								
chr11:103580724-103580804:+																				1																																																					
chr11:103719588-103719697:+																																								1																																	
chr11:103749720-103754160:-																																																																					1				
chr11:104205922-104206037:-																											1																																														
chr11:104314747-104317294:-																						1																																																			
chr11:104320318-104320453:+																																																																						1			
chr11:104412380-104413621:+																																									1																																
chr11:105077662-105077873:-																																																																									1
chr11:105120347-105120455:-																																									1																																
chr11:105132394-105137710:+																																																									1																
chr11:105137599-105151178:+																																																											1														
chr11:105164663-105165623:-																																									1					2																											
chr11:105234777-105235325:-																																																			1				1																		
chr11:105241037-105241110:-														1																																																											
chr11:105551847-105551955:-																																																												1													
chr11:105808299-105808382:-																				1																																																					
chr11:105816688-105816773:-					1																																							1		1										1																	
chr11:105823935-105824017:+			1																																					1	1																																
chr11:105825120-105825697:+																																				1																																					
chr11:105859868-105860593:-																																														1																											
chr11:105946083-105949212:-																										1																																															
chr11:106045539-106049610:+																																																																2									
chr11:106049132-106049286:+											1																																																														
chr11:106049199-106049535:+																																																									1																
chr11:106050102-106050234:+																																																								1																	
chr11:106070821-106070966:+																																																																				1					
chr11:106070890-106070966:+																		1																																																							
chr11:106139172-106139448:-																																								1																																	
chr11:106140685-106140785:-													1																																																												
chr11:106141478-106141556:+																1																																																									
chr11:106210017-106210216:+																																																											1														
chr11:106211275-106211404:+																																									1																																
chr11:106246678-106246756:+																																																											1														
chr11:106253819-106255520:+																																																								1																	
chr11:106284565-106284709:+														1																																																											
chr11:106459109-106459206:+																																													1																												
chr11:106545352-106545480:+																																	1									1		1			1															1									1		
chr11:106604087-106604325:+		1																																																																							
chr11:106760107-106760215:+																																																														1											
chr11:106779276-106779437:+																																								1																																	
chr11:106791120-106791236:+																																																										2															
chr11:107001638-107002460:-																																													1																												
chr11:107071510-107071588:+						1																																																																			
chr11:107100497-107100836:+																																																														1											
chr11:107100669-107100836:+																																											1																														
chr11:107196090-107196239:+						1																																																																			
chr11:107305158-107305294:+																																	1																																								
chr11:107311440-107311565:+																											1																																														
chr11:107376610-107382681:-																			1																																																						
chr11:107442930-107443040:-																																																					1																				
chr11:107494490-107494603:-																		1																																																							
chr11:107556851-107560894:-								1															1	1		1						2		1																								1															
chr11:107942065-107942158:+																					1																																																				
chr11:108019381-108019482:+																																												2																													
chr11:108072802-108072899:+																								1																																																	
chr11:108170145-108170223:+																																																					1																				
chr11:108179350-108179640:+																																																																									1
chr11:108222499-108222625:+				1																																																																					
chr11:108682608-108682814:-																							1																																																		
chr11:108814476-108814556:-																											2																																														
chr11:108814476-108814557:-							1																																							1						1											1										
chr11:108902473-108902672:-				1				1								1								4							1																	1													1			1	2				1				
chr11:108902475-108902669:-										1																																																							1				1				
chr11:108902477-108902672:-																																																1																									
chr11:109344292-109344388:-																																																									1																
chr11:109563962-109564107:+																	1																																			2												1									
chr11:109564015-109564107:+																																											1																														
chr11:109564017-109564107:+																	1																																																								
chr11:109580903-109581046:+																																			1																																						
chr11:109601512-109601589:+																														1			1																																1								
chr11:109612381-109612475:+																																			1															1																1							
chr11:109612384-109612477:+																																						1																																			
chr11:109824028-109824239:+				1																																																																					
chr11:109872812-109872888:+																																					1																																				
chr11:109974222-109974318:+					1																																																																				
chr11:109977358-109980797:+																					1																																																				
chr11:109983234-109983378:+			1																																																																						
chr11:109992331-109992548:+																																										1																															
chr11:110040319-110040454:+																																																																						2			
chr11:110040320-110040452:+																																										1																															
chr11:110045320-110045419:+																																																																		1							
chr11:110963660-110963752:-																																																																				1					
chr11:112556682-112556821:+																																			1																																						
chr11:112563534-112564017:+																																																					1																				
chr11:112582117-112582540:-																																																																	1								
chr11:112676078-112676200:-																																																									1																
chr11:113002659-113002777:+											1																																																														
chr11:113049887-113050030:+																																																			1				1																		
chr11:113088566-113088714:+																																									1																																
chr11:113136042-113136135:+																						1																1												1												1	1										
chr11:113136846-113136926:+																																												1																													
chr11:113199884-113200020:+																																																													1												
chr11:113242376-113242458:+																																	1																																								
chr11:113617685-113617789:+																																																																		2							
chr11:113619141-113619264:+																1																																																									
chr11:114610474-114610634:-																						1																																																			
chr11:114610614-114610750:-																																																																						1			
chr11:114757724-114757893:-																																																										1															
chr11:114894024-114894283:+																											1																																														
chr11:114894038-114894283:+																																																		1																							
chr11:114894516-114894608:+						1																																																																			
chr11:115052187-115052273:-																																																				1																					
chr11:115060072-115060194:-					1																																																																				
chr11:115367619-115371343:-																		1																																																							
chr11:115367619-115371344:-																										1																																															
chr11:115367622-115371346:-																																																																						1			
chr11:115478338-115478471:+																																																									1																
chr11:115478340-115478469:+																																																					1																				
chr11:115499362-115500136:+						1																																																																			
chr11:115511021-115511161:+																																																	1																								
chr11:115511022-115511161:+													3																																																												
chr11:115679160-115679851:-												1																																																													
chr11:115691578-115691751:+																																																																1									
chr11:115798019-115798274:+																																																																					1			1	
chr11:115856305-115856542:-																																																																							1		
chr11:115873555-115873663:-																																																																		1							
chr11:115945961-115946053:-																									1																					1											1										1			1			
chr11:115953485-115953574:-																																					2																																				
chr11:115969861-115969952:+																																													1																												
chr11:115970137-115970406:+																																							1																																		
chr11:115997109-115997303:+												1																																																													
chr11:116022835-116022919:+												1																																																													
chr11:116022835-116022920:+																																																						1																		2	
chr11:116022835-116023268:+																																																																							1		
chr11:116023262-116023361:+																										1																																															
chr11:116071116-116071232:-																																				1																																					
chr11:116071777-116072821:+											2							2																																						1		1							1							1	
chr11:116071779-116072823:+												1																																1								1																		1			
chr11:116083996-116084143:+																																													2																												
chr11:116136693-116137070:+																																			1																																						
chr11:116229207-116229397:+																																																						1																			
chr11:116497963-116498121:+																																																					1																				
chr11:116513955-116514051:+						1																																																																			
chr11:116536538-116536646:+																																																										1															
chr11:116536540-116536648:+																																																					1																				
chr11:116536541-116536649:+																																															1				1				1							1											
chr11:116548316-116548432:+																																																	1																								
chr11:116554740-116554828:+																																																			1				1																		
chr11:116567913-116568013:+				1								1							1																			1			1																																1
chr11:116567914-116568015:+																																	1																																								
chr11:116570330-116570807:+																																	1																																								
chr11:116701706-116701888:+																																								1																																	
chr11:116731884-116732037:+																																															1																										
chr11:116741804-116742399:+				1																																																																					
chr11:116741807-116741910:+											1																																								1				1																		
chr11:116741835-116741909:+																																																																1									
chr11:116741835-116741910:+		1										2	3		2				2	1	1		2	2	1	1			1	1						1							1						2		2			1	2	3		1				1		1					1	2		1	
chr11:116742945-116743040:+																																																														1						2					
chr11:117023969-117024139:-																																																	1																								
chr11:117047689-117047831:-																																								1																																	
chr11:117205242-117205352:-																																1																																									
