	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	type	gene	databases	has_db
chr15:27881393-27919377:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Trio	.	FALSE
chr15:27881393-27919377:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Trio	.	FALSE
chr15:35607276-35652512:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Vps13b	circAtlas:mmu-Vps13b_0053,circBase_lifted:hsa_circ_0085088	TRUE
chr15:35607276-35652512:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Vps13b	circAtlas:mmu-Vps13b_0053,circBase_lifted:hsa_circ_0085088	TRUE
chr15:55282084-55304752:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Col14a1	circAtlas:mmu-Col14a1_0020,circAtlas:mmu-Col14a1_0025	TRUE
chr15:55282084-55304752:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Col14a1	circAtlas:mmu-Col14a1_0020,circAtlas:mmu-Col14a1_0025	TRUE
chr15:72797355-72903492:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Trappc9,Gm31665	circAtlas:mmu-Trappc9_0009,circAtlas:mmu-Trappc9_0091	TRUE
chr15:72797355-72903492:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Trappc9,Gm31665	circAtlas:mmu-Trappc9_0009,circAtlas:mmu-Trappc9_0091	TRUE
chr15:73087828-73148762:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Mir151,Ptk2	circAtlas:mmu-Ptk2_0130,circAtlas:mmu-Ptk2_0079,circAtlas:mmu-Ptk2_0105,circAtlas:mmu-Ptk2_0114,circAtlas:mmu-Ptk2_0149,circAtlas:mmu-Ptk2_0161	TRUE
chr15:73087828-73148762:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Mir151,Ptk2	circAtlas:mmu-Ptk2_0130,circAtlas:mmu-Ptk2_0079,circAtlas:mmu-Ptk2_0105,circAtlas:mmu-Ptk2_0114,circAtlas:mmu-Ptk2_0149,circAtlas:mmu-Ptk2_0161	TRUE
chr15:73108000-73148762:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Mir151,Ptk2	circAtlas:mmu-Ptk2_0082,circAtlas:mmu-Ptk2_0187	TRUE
chr15:73108001-73148762:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Mir151,Ptk2	circAtlas:mmu-Ptk2_0082,circAtlas:mmu-Ptk2_0187	TRUE
chr16:36651858-36678965:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Iqcb1,Eaf2	circAtlas:mmu-Iqcb1_0007,circAtlas:mmu-Iqcb1_0012,circAtlas:mmu-Iqcb1_0024,circAtlas:mmu-Iqcb1_0017,circAtlas:mmu-ENSMUSG00000022838,ENSMUSG00000022837_0004	TRUE
chr16:36651859-36678965:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Iqcb1,Eaf2	circAtlas:mmu-Iqcb1_0007,circAtlas:mmu-Iqcb1_0012,circAtlas:mmu-Iqcb1_0024,circAtlas:mmu-Iqcb1_0017,circAtlas:mmu-ENSMUSG00000022838,ENSMUSG00000022837_0004	TRUE
chr17:47140837-47169624:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Bicral	circAtlas:mmu-intergenic_002342	TRUE
chr17:47140838-47169624:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Bicral	circAtlas:mmu-intergenic_002342	TRUE
chr18:9353407-9377828:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Ccny	circAtlas:mmu-Ccny_0016,circBase_lifted:hsa_circ_0018201	TRUE
chr18:9353407-9377828:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Ccny	circAtlas:mmu-Ccny_0016,circBase_lifted:hsa_circ_0018201	TRUE
chr18:89045083-89066644:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Rttn	circAtlas:mmu-Rttn_0003,circAtlas:mmu-Rttn_0009	TRUE
chr18:89045083-89066644:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Rttn	circAtlas:mmu-Rttn_0003,circAtlas:mmu-Rttn_0009	TRUE
chr19:57121294-57161891:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Ablim1	circAtlas:mmu-Ablim1_0004	TRUE
chr19:57121294-57161891:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Ablim1	circAtlas:mmu-Ablim1_0004	TRUE
chr19:57670802-57703155:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Atrnl1	circAtlas:mmu-Atrnl1_0036	TRUE
chr19:57670803-57703155:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Atrnl1	circAtlas:mmu-Atrnl1_0036	TRUE
chr2:58824380-58873019:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Ccdc148	circAtlas:mmu-Ccdc148_0011	TRUE
chr2:58824381-58873019:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Ccdc148	circAtlas:mmu-Ccdc148_0011	TRUE
chr2:76872694-76872786:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	ciRNA	Ccdc141	.	FALSE
chr2:76872694-76872786:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	ciRNA	Ccdc141	.	FALSE
chr3:22203106-22258156:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Tbl1xr1	circAtlas:mmu-Tbl1xr1_0017,circBase_lifted:hsa_circ_0068045,circBase_lifted:hsa_circ_0068051,circBase_lifted:hsa_circ_0068053	TRUE
chr3:22203106-22258156:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Tbl1xr1	circAtlas:mmu-Tbl1xr1_0017,circBase_lifted:hsa_circ_0068045,circBase_lifted:hsa_circ_0068051,circBase_lifted:hsa_circ_0068053	TRUE
chr3:32891985-32920115:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Usp13	circAtlas:mmu-Usp13_0001,circBase_lifted:hsa_circ_0068103	TRUE
chr3:32891985-32920115:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Usp13	circAtlas:mmu-Usp13_0001,circBase_lifted:hsa_circ_0068103	TRUE
chr4:47306712-47307807:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Col15a1	.	FALSE
chr4:47306713-47307807:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Col15a1	.	FALSE
chr4:116598812-116629045:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Tesk2	circAtlas:mmu-Tesk2_0003,circAtlas:mmu-Tesk2_0010	TRUE
chr4:116598813-116629045:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Tesk2	circAtlas:mmu-Tesk2_0003,circAtlas:mmu-Tesk2_0010	TRUE
chr4:126577914-126601396:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Psmb2	circAtlas:mmu-Psmb2_0001,circBase_lifted:hsa_circ_0011578	TRUE
chr4:126577915-126601396:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Psmb2	circAtlas:mmu-Psmb2_0001,circBase_lifted:hsa_circ_0011578	TRUE
chr4:144821394-144854986:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Vps13d	.	FALSE
chr4:144821394-144854986:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Vps13d	.	FALSE
chr5:16451664-16505085:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Cacna2d1	circAtlas:mmu-Cacna2d1_0048,circAtlas:mmu-Cacna2d1_0016	TRUE
chr5:16451664-16505085:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Cacna2d1	circAtlas:mmu-Cacna2d1_0048,circAtlas:mmu-Cacna2d1_0016	TRUE
chr5:27587752-27762631:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Dpp6,Gm16058,Speer4b	circAtlas:mmu-Dpp6_0012	TRUE
chr5:27587753-27762631:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Dpp6,Gm16058,Speer4b	circAtlas:mmu-Dpp6_0012	TRUE
chr5:33101315-33125152:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Depdc5	circAtlas:mmu-Depdc5_0074,circAtlas:mmu-Depdc5_0120,circBase_lifted:hsa_circ_0062958	TRUE
chr5:33101315-33125152:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Depdc5	circAtlas:mmu-Depdc5_0074,circAtlas:mmu-Depdc5_0120,circBase_lifted:hsa_circ_0062958	TRUE
chr6:3532158-3562358:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Gm52885,Vps50	circAtlas:mmu-Ccdc132_0046,circAtlas:mmu-Ccdc132_0095	TRUE
chr6:3532158-3562358:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Gm52885,Vps50	circAtlas:mmu-Ccdc132_0046,circAtlas:mmu-Ccdc132_0095	TRUE
chr6:113097801-113124699:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Setd5	circAtlas:mmu-Setd5_0047,circAtlas:mmu-Setd5_0072	TRUE
chr6:113097802-113124699:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Setd5	circAtlas:mmu-Setd5_0047,circAtlas:mmu-Setd5_0072	TRUE
chr7:110027395-110063914:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Sbf2	circAtlas:mmu-Sbf2_0063	TRUE
chr7:110027395-110063914:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Sbf2	circAtlas:mmu-Sbf2_0063	TRUE
chr7:118411028-118437454:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Gm26147,Vps35l	circAtlas:mmu-9030624J02Rik_0013,circBase_lifted:hsa_circ_0038369	TRUE
chr7:118411028-118437454:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Gm26147,Vps35l	circAtlas:mmu-9030624J02Rik_0013,circBase_lifted:hsa_circ_0038369	TRUE
chr8:119694788-119822102:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Cdh13,Gm31893	circAtlas:mmu-Cdh13_0035	TRUE
chr8:119694788-119822102:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Cdh13,Gm31893	circAtlas:mmu-Cdh13_0035	TRUE
chr9:25458848-25506051:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Gm25346,Eepd1	circAtlas:mmu-Eepd1_0020	TRUE
chr9:25458848-25506051:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Gm25346,Eepd1	circAtlas:mmu-Eepd1_0020	TRUE
chr9:59690754-59716771:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Myo9a	circAtlas:mmu-Myo9a_0059,circAtlas:mmu-Myo9a_0107	TRUE
chr9:59690754-59716771:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Myo9a	circAtlas:mmu-Myo9a_0059,circAtlas:mmu-Myo9a_0107	TRUE
chr9:59791762-59813367:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Gm20275,Myo9a	circAtlas:mmu-Myo9a_0111,circAtlas:mmu-Myo9a_0028,circBase_lifted:hsa_circ_0036150	TRUE
chr9:59791763-59813367:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Gm20275,Myo9a	circAtlas:mmu-Myo9a_0111,circAtlas:mmu-Myo9a_0028,circBase_lifted:hsa_circ_0036150	TRUE
chr9:67768065-67841832:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Vps13c	.	FALSE
chr9:67768066-67841832:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Vps13c	.	FALSE
chr9:70466319-70488746:+	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Sltm	circAtlas:mmu-Sltm_0057,circAtlas:mmu-Sltm_0046	TRUE
chr9:70466319-70488746:-	0.104647175397771	21.623260077236	1.58978574523023	12.343336286736	5.2916816516527e-35	2.00679849374799e-33	EI-circRNA	Sltm	circAtlas:mmu-Sltm_0057,circAtlas:mmu-Sltm_0046	TRUE
chr11:3202160-3204642:+	0.620793750836573	-21.5793918511094	1.59081608119251	-12.3077658584092	8.22690870350144e-35	3.11368697053644e-33	EI-circRNA	Drg1	circAtlas:mmu-Drg1_0003	TRUE
chr11:3202160-3204642:-	0.620793750836573	-21.5793918511094	1.59081608119251	-12.3077658584092	8.22690870350144e-35	3.11368697053644e-33	EI-circRNA	Drg1	circAtlas:mmu-Drg1_0003	TRUE
chr13:119584284-119586546:+	0.712099153003586	21.5304888287733	1.59056684108412	12.2789488151667	1.17515202369043e-34	4.4417294780609e-33	EI-circRNA	Paip1	circAtlas:mmu-Paip1_0002,circAtlas:mmu-Paip1_0004	TRUE
chr13:119584284-119586546:-	0.712099153003586	21.5304888287733	1.59056684108412	12.2789488151667	1.17515202369043e-34	4.4417294780609e-33	EI-circRNA	Paip1	circAtlas:mmu-Paip1_0002,circAtlas:mmu-Paip1_0004	TRUE
chr15:54739048-54751004:+	0.582037969481143	-21.4969991395881	1.59082200850398	-12.2559274610007	1.56152519481541e-34	5.8942371020299e-33	EI-circRNA	Enpp2	circAtlas:mmu-Enpp2_0005,circAtlas:mmu-Enpp2_0035	TRUE
chr15:54739048-54751004:-	0.582037969481143	-21.4969991395881	1.59082200850398	-12.2559274610007	1.56152519481541e-34	5.8942371020299e-33	EI-circRNA	Enpp2	circAtlas:mmu-Enpp2_0005,circAtlas:mmu-Enpp2_0035	TRUE
chr5:9175938-9176152:+	0.875097500159535	-21.4548387581058	1.59084694118351	-12.229233532443	2.16976279294152e-34	8.17922565488341e-33	ciRNA	Dmtf1	circAtlas:mmu-Dmtf1_0033	TRUE
chr5:9175938-9176152:-	0.875097500159535	-21.4548387581058	1.59084694118351	-12.229233532443	2.16976279294152e-34	8.17922565488341e-33	ciRNA	Dmtf1	circAtlas:mmu-Dmtf1_0033	TRUE
chr1:133839304-133839457:+	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	circRNA	Prelp	.	FALSE
chr11:75155821-75155962:-	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	EI-circRNA	Rtn4rl1,Gm35117	.	FALSE
chr11:100267675-100277144:+	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	EI-circRNA	Jup	.	FALSE
chr11:100778433-100778680:+	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	circRNA	Stat3	.	FALSE
chr13:55587772-55587919:+	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	intergenic-circRNA	intergenic_chr13:55587772-55587919:+	.	FALSE
chr15:8256412-8256609:-	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	EI-circRNA	Cplane1	.	FALSE
chr15:98657115-98657500:+	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	EI-circRNA	LOC115488470,Arf3	.	FALSE
chr17:30729390-30729657:+	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	EI-circRNA	Btbd9	.	FALSE
chr19:5776056-5776194:+	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	circRNA	Ehbp1l1	circAtlas:mmu-Ehbp1l1_0007	TRUE
chr2:45129273-45129453:-	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	circRNA	Vis1	.	FALSE
chr2:71105564-71109932:+	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	EI-circRNA	Slc25a12	.	FALSE
chr2:103409637-103409779:-	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	EI-circRNA	8030431J09Rik,Abtb2	.	FALSE
chr2:119126727-119126901:-	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	ciRNA	Vps18	.	FALSE
chr2:129473058-129473213:-	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	circRNA	Sirpa	.	FALSE
chr2:138108886-138109773:-	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	ciRNA	Btbd3	.	FALSE
chr3:86987635-86989964:+	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	circRNA	Kirrel1	.	FALSE
chr6:17340581-17340786:-	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	circRNA	Cav1	.	FALSE
chr6:28797344-28797547:-	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	ciRNA	Snd1	.	FALSE
chr7:28078076-28078590:+	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	ciRNA	Zfp36,Paf1	.	FALSE
chr8:88584480-88584632:+	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	ciRNA	Zfp423	.	FALSE
chr8:107613104-107613597:+	0.0697647835985138	21.3190591694657	1.5900039371535	12.1503215923173	5.7140390899686e-34	2.12428688952083e-32	EI-circRNA	Derpc,Chtf8	circAtlas:mmu-Chtf8_0001	TRUE
chr2:163478730-163481247:-	0.617281176887517	21.2515294675423	1.58883620662265	12.1167489683941	8.61074911348629e-34	3.19698763806947e-32	EI-circRNA	Serinc3	circAtlas:mmu-Serinc3_0001	TRUE
chr2:163478731-163481247:+	0.617281176887517	21.2515294675423	1.58883620662265	12.1167489683941	8.61074911348629e-34	3.19698763806947e-32	EI-circRNA	Serinc3	circAtlas:mmu-Serinc3_0001	TRUE
chr13:50739910-50755235:+	0.389440310197543	21.1998569823446	1.5895618030885	12.0787105886916	1.36848865079956e-33	5.07425195862941e-32	partially_intergenic-circRNA	Mir683-2,Gm31712	circAtlas:mmu-intergenic_002136,circAtlas:mmu-intergenic_016391	TRUE
chr13:50739910-50755235:-	0.389440310197543	21.1998569823446	1.5895618030885	12.0787105886916	1.36848865079956e-33	5.07425195862941e-32	partially_intergenic-circRNA	Mir683-2,Gm31712	circAtlas:mmu-intergenic_002136,circAtlas:mmu-intergenic_016391	TRUE
chr15:57967826-57970307:+	0.49469455147037	21.0806395464421	1.58956984016463	12.0036497071849	3.39967244796777e-33	1.25892383259604e-31	EI-circRNA	Atad2	circAtlas:mmu-Atad2_0005	TRUE
chr15:57967827-57970307:-	0.49469455147037	21.0806395464421	1.58956984016463	12.0036497071849	3.39967244796777e-33	1.25892383259604e-31	EI-circRNA	Atad2	circAtlas:mmu-Atad2_0005	TRUE
chr15:27544336-27571740:+	0.236345466820944	20.9977096617402	1.58971018061182	11.9504233497635	6.45953446843969e-33	2.38888858003302e-31	EI-circRNA	Mir7117,Ank	circAtlas:mmu-Ank_0005	TRUE
chr15:27544337-27571740:-	0.236345466820944	20.9977096617402	1.58971018061182	11.9504233497635	6.45953446843969e-33	2.38888858003302e-31	EI-circRNA	Mir7117,Ank	circAtlas:mmu-Ank_0005	TRUE
chr11:62273986-62275668:-	0.587042478196597	20.9799474740342	1.59065001889966	11.9321957995283	8.04236991133669e-33	2.97037824122559e-31	EI-circRNA	Ncor1	circAtlas:mmu-Ncor1_0081,circAtlas:mmu-Ncor1_0108	TRUE
chr11:62273987-62275668:+	0.587042478196597	20.9799474740342	1.59065001889966	11.9321957995283	8.04236991133669e-33	2.97037824122559e-31	EI-circRNA	Ncor1	circAtlas:mmu-Ncor1_0081,circAtlas:mmu-Ncor1_0108	TRUE
chr4:131681319-131681463:+	0.418089777203774	20.9783420673453	1.59067871788475	11.9309712602318	8.16156332180934e-33	3.01047371518466e-31	EI-circRNA	Epb41	.	FALSE
chr4:131681319-131681463:-	0.418089777203774	20.9783420673453	1.59067871788475	11.9309712602318	8.16156332180934e-33	3.01047371518466e-31	EI-circRNA	Epb41	.	FALSE
chr19:4912429-4913273:+	0.235959793662465	20.8444805380671	1.58954743460456	11.8552489393027	2.02122642392081e-32	7.44579311141161e-31	EI-circRNA	Actn3	.	FALSE
chr19:4912429-4913273:-	0.235959793662465	20.8444805380671	1.58954743460456	11.8552489393027	2.02122642392081e-32	7.44579311141161e-31	EI-circRNA	Actn3	.	FALSE
chr13:98925868-98942903:+	0.199313760528476	20.8456964397251	1.59334764062959	11.8277367469403	2.806059691058e-32	1.03235282461146e-30	EI-circRNA	Fcho2	circAtlas:mmu-Fcho2_0018	TRUE
chr13:98925870-98942905:-	0.199313760528476	20.8456964397251	1.59334764062959	11.8277367469403	2.806059691058e-32	1.03235282461146e-30	EI-circRNA	Fcho2	circAtlas:mmu-Fcho2_0018	TRUE
chr4:131681316-131681460:+	0.578458527640035	20.8065175435921	1.59059020131353	11.8236095809351	2.9474251222929e-32	1.0829539936679e-30	EI-circRNA	Epb41	.	FALSE
chr4:131681318-131681463:-	0.578458527640035	20.8065175435921	1.59059020131353	11.8236095809351	2.9474251222929e-32	1.0829539936679e-30	EI-circRNA	Epb41	.	FALSE
chr2:60435484-60450777:+	0.403959566353811	20.8041511268953	1.59324138112363	11.802449616036	3.79112073160996e-32	1.3911422930898e-30	EI-circRNA	Itgb6	circAtlas:mmu-Itgb6_0022,circAtlas:mmu-Itgb6_0010,circBase_lifted:hsa_circ_0056854	TRUE
chr2:60435484-60450777:-	0.403959566353811	20.8041511268953	1.59324138112363	11.802449616036	3.79112073160996e-32	1.3911422930898e-30	EI-circRNA	Itgb6	circAtlas:mmu-Itgb6_0022,circAtlas:mmu-Itgb6_0010,circBase_lifted:hsa_circ_0056854	TRUE
chr3:95642617-95643269:+	0.111313536114502	20.4768000823043	1.58962216861981	11.6233910466579	3.13443126982977e-31	1.14942680374198e-29	EI-circRNA	Ecm1	.	FALSE
chr6:118525274-118533263:-	0.370898471683459	-20.4815718030116	1.59324300633311	-11.5999704562001	4.12220528619397e-31	1.50774717896836e-29	EI-circRNA	Ankrd26	circAtlas:mmu-Ankrd26_0006	TRUE
chr6:118525275-118533263:+	0.370898471683459	-20.4815718030116	1.59324300633311	-11.5999704562001	4.12220528619397e-31	1.50774717896836e-29	EI-circRNA	Ankrd26	circAtlas:mmu-Ankrd26_0006	TRUE
chr9:57668106-57669150:+	0.370898471683459	-20.4815718030116	1.59324300633311	-11.5999704562001	4.12220528619397e-31	1.50774717896836e-29	EI-circRNA	Clk3	circAtlas:mmu-Clk3_0004,circBase_lifted:hsa_circ_0036287	TRUE
chr9:57668106-57669150:-	0.370898471683459	-20.4815718030116	1.59324300633311	-11.5999704562001	4.12220528619397e-31	1.50774717896836e-29	EI-circRNA	Clk3	circAtlas:mmu-Clk3_0004,circBase_lifted:hsa_circ_0036287	TRUE
chr5:34567924-34578295:+	0.315706845206998	-20.3856073556659	1.59326296458288	-11.5395937546815	8.33177776214603e-31	3.04351778640457e-29	EI-circRNA	Fam193a	circAtlas:mmu-Fam193a_0005	TRUE
chr5:34567925-34578295:-	0.315706845206998	-20.3856073556659	1.59326296458288	-11.5395937546815	8.33177776214603e-31	3.04351778640457e-29	EI-circRNA	Fam193a	circAtlas:mmu-Fam193a_0005	TRUE
